 ,Area,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
37,0.145,0.876,1.446,0.437,0.424,97.476,0.85,19,1.029,0.972,0.947
38,0.159,7.23,1.248,0.471,0.43,176.38,0.858,19,1.094,0.914,0.956
39,0.142,0.884,1.478,0.443,0.407,8.615,0.897,20,1.09,0.917,0.961
40,0.163,7.226,1.274,0.464,0.447,170.506,0.853,20,1.038,0.963,0.956
41,0.145,0.886,1.503,0.437,0.421,38.997,0.867,21,1.038,0.963,0.948
42,0.171,7.223,1.304,0.488,0.446,81.856,0.855,21,1.093,0.915,0.954
43,0.15,0.892,1.532,0.453,0.42,86.173,0.848,22,1.078,0.927,0.95
44,0.165,7.22,1.328,0.459,0.457,61.022,0.878,22,1.004,0.996,0.954
45,0.144,0.898,1.56,0.434,0.421,14.058,0.887,23,1.031,0.97,0.957
46,0.159,7.216,1.357,0.475,0.428,179.737,0.852,23,1.11,0.901,0.952
47,0.141,0.9,1.586,0.432,0.414,3.288,0.759,24,1.044,0.958,0.943
48,0.167,7.213,1.378,0.465,0.456,53.856,0.866,24,1.018,0.982,0.958
49,0.146,0.906,1.612,0.441,0.42,80.284,0.832,25,1.049,0.953,0.95
50,0.171,7.212,1.404,0.476,0.457,82.877,0.885,25,1.041,0.961,0.961
51,0.144,0.912,1.639,0.43,0.426,62.609,0.836,26,1.009,0.991,0.948
52,0.164,7.208,1.427,0.469,0.446,173.207,0.904,26,1.053,0.95,0.961
53,0.141,0.918,1.664,0.44,0.408,11.624,0.874,27,1.078,0.928,0.954
54,0.161,7.203,1.451,0.478,0.429,2.456,0.879,27,1.112,0.899,0.961
55,0.147,0.925,1.686,0.437,0.428,49.744,0.898,28,1.021,0.98,0.959
56,0.166,7.199,1.468,0.466,0.454,91.234,0.898,28,1.026,0.975,0.964
57,0.15,0.931,1.711,0.444,0.43,99.888,0.886,29,1.032,0.969,0.958
58,0.167,7.195,1.492,0.472,0.451,100.786,0.876,29,1.046,0.956,0.954
59,0.144,0.934,1.736,0.44,0.416,12.005,0.895,30,1.057,0.946,0.955
60,0.163,7.19,1.515,0.474,0.439,172.82,0.881,30,1.079,0.927,0.955
61,0.145,0.942,1.759,0.437,0.422,15.143,0.901,31,1.034,0.967,0.96
62,0.165,7.187,1.536,0.469,0.448,3.796,0.861,31,1.046,0.956,0.949
63,0.15,0.948,1.781,0.446,0.43,94.42,0.892,32,1.038,0.964,0.964
64,0.17,7.185,1.555,0.482,0.448,90.501,0.896,32,1.075,0.931,0.96
65,0.147,0.953,1.804,0.434,0.431,31.629,0.908,33,1.007,0.993,0.957
66,0.167,7.18,1.577,0.463,0.46,115.157,0.906,33,1.008,0.992,0.961
67,0.142,0.958,1.828,0.436,0.415,16.965,0.896,34,1.05,0.952,0.956
68,0.161,7.175,1.597,0.473,0.434,177.195,0.891,34,1.09,0.918,0.957
69,0.145,0.967,1.849,0.441,0.417,67.64,0.863,35,1.058,0.945,0.958
70,0.167,7.171,1.612,0.464,0.459,41.414,0.857,35,1.012,0.989,0.957
71,0.148,0.974,1.871,0.442,0.426,80.217,0.904,36,1.038,0.964,0.959
72,0.171,7.165,1.631,0.486,0.449,89.186,0.884,36,1.083,0.923,0.956
73,0.145,0.979,1.893,0.445,0.415,11.791,0.908,37,1.073,0.932,0.964
74,0.166,7.162,1.65,0.468,0.453,155.396,0.857,37,1.033,0.968,0.96
75,0.147,0.986,1.912,0.439,0.426,41.851,0.89,38,1.032,0.969,0.955
76,0.164,7.156,1.667,0.474,0.442,169.628,0.853,38,1.072,0.933,0.958
77,0.149,0.993,1.929,0.446,0.426,84.244,0.829,39,1.047,0.955,0.952
78,0.17,7.154,1.682,0.47,0.461,89.863,0.903,39,1.02,0.981,0.961
79,0.146,1.001,1.947,0.438,0.426,25.486,0.862,40,1.029,0.972,0.955
80,0.173,7.149,1.698,0.482,0.456,93.198,0.876,40,1.058,0.945,0.957
81,0.145,1.006,1.966,0.441,0.418,23.786,0.862,41,1.055,0.948,0.955
82,0.167,7.145,1.714,0.476,0.447,174.124,0.874,41,1.065,0.939,0.958
83,0.146,1.013,1.985,0.442,0.422,88.116,0.858,42,1.048,0.954,0.954
84,0.166,7.141,1.73,0.472,0.448,172.616,0.888,42,1.052,0.951,0.959
85,0.144,1.02,2.003,0.431,0.426,111.12,0.876,43,1.013,0.987,0.954
86,0.172,7.136,1.744,0.475,0.461,92.049,0.872,43,1.032,0.969,0.957
87,0.142,1.027,2.02,0.437,0.414,6.356,0.884,44,1.056,0.947,0.955
88,0.169,7.131,1.758,0.468,0.459,120.849,0.895,44,1.019,0.982,0.963
89,0.147,1.036,2.036,0.439,0.427,53.428,0.878,45,1.029,0.972,0.951
90,0.164,7.127,1.771,0.475,0.439,174.35,0.912,45,1.082,0.924,0.963
91,0.147,1.042,2.05,0.446,0.42,78.572,0.868,46,1.062,0.942,0.947
92,0.168,7.121,1.781,0.468,0.457,165.38,0.888,46,1.025,0.976,0.959
93,0.143,1.048,2.07,0.43,0.422,35.824,0.837,47,1.021,0.98,0.948
94,0.169,7.118,1.794,0.477,0.452,92.533,0.905,47,1.056,0.947,0.961
95,0.141,1.055,2.083,0.429,0.417,68.83,0.872,48,1.029,0.971,0.955
96,0.167,7.115,1.807,0.469,0.453,162.598,0.892,48,1.035,0.966,0.963
97,0.146,1.064,2.097,0.448,0.416,82.47,0.883,49,1.076,0.93,0.955
98,0.162,7.109,1.816,0.475,0.435,173.125,0.894,49,1.091,0.916,0.957
99,0.142,1.072,2.113,0.431,0.419,83.074,0.83,50,1.028,0.972,0.946
100,0.167,7.102,1.83,0.466,0.457,113.205,0.877,50,1.02,0.981,0.958
101,0.142,1.077,2.128,0.429,0.42,28.436,0.814,51,1.02,0.98,0.951
102,0.17,7.099,1.838,0.477,0.453,91.021,0.857,51,1.052,0.95,0.952
103,0.144,1.087,2.141,0.444,0.414,83.335,0.851,52,1.071,0.934,0.953
104,0.166,7.093,1.849,0.469,0.452,167.462,0.847,52,1.039,0.963,0.953
105,0.145,1.095,2.154,0.436,0.424,75.853,0.884,53,1.028,0.973,0.959
106,0.165,7.088,1.858,0.471,0.447,172.992,0.898,53,1.055,0.948,0.96
107,0.141,1.102,2.166,0.429,0.417,26.058,0.862,54,1.029,0.972,0.948
108,0.169,7.083,1.868,0.471,0.458,94.906,0.876,54,1.028,0.973,0.961
109,0.144,1.109,2.18,0.436,0.42,70.239,0.865,55,1.038,0.964,0.949
110,0.17,7.08,1.877,0.472,0.458,108.12,0.883,55,1.03,0.971,0.958
111,0.146,1.116,2.194,0.443,0.42,93.211,0.88,56,1.053,0.949,0.954
112,0.165,7.074,1.887,0.47,0.448,173.297,0.905,56,1.048,0.954,0.961
113,0.145,1.127,2.202,0.43,0.429,154.966,0.911,57,1.003,0.997,0.961
114,0.167,7.069,1.896,0.467,0.455,5.255,0.891,57,1.027,0.974,0.957
115,0.142,1.133,2.216,0.427,0.423,6.774,0.888,58,1.009,0.991,0.96
116,0.17,7.064,1.902,0.472,0.457,90.57,0.892,58,1.033,0.968,0.952
117,0.145,1.14,2.228,0.438,0.423,93.097,0.906,59,1.034,0.967,0.96
118,0.165,7.059,1.91,0.463,0.455,92.46,0.877,59,1.02,0.981,0.953
119,0.144,1.147,2.236,0.434,0.423,93.559,0.886,60,1.027,0.974,0.958
120,0.164,7.055,1.916,0.471,0.444,178.256,0.895,60,1.06,0.943,0.957
121,0.143,1.158,2.248,0.43,0.424,19.288,0.889,61,1.015,0.986,0.96
122,0.167,7.05,1.922,0.462,0.46,10.175,0.882,61,1.004,0.996,0.958
123,0.146,1.166,2.256,0.437,0.425,85.72,0.865,62,1.028,0.973,0.95
124,0.171,7.044,1.928,0.476,0.457,102.21,0.887,62,1.041,0.961,0.963
125,0.147,1.174,2.266,0.438,0.426,65.67,0.886,63,1.028,0.972,0.955
126,0.167,7.04,1.934,0.467,0.454,178.008,0.913,63,1.028,0.973,0.965
127,0.142,1.183,2.28,0.43,0.422,18.409,0.907,64,1.018,0.982,0.961
128,0.166,7.034,1.939,0.472,0.447,3.443,0.877,64,1.056,0.947,0.956
129,0.145,1.193,2.286,0.434,0.426,13.935,0.894,65,1.02,0.981,0.956
130,0.17,7.029,1.944,0.468,0.463,99.066,0.914,65,1.01,0.99,0.963
131,0.145,1.201,2.296,0.437,0.421,85.865,0.912,66,1.038,0.964,0.958
132,0.171,7.024,1.947,0.473,0.459,100.503,0.912,66,1.03,0.971,0.965
133,0.144,1.21,2.305,0.43,0.427,123.965,0.887,67,1.008,0.992,0.952
134,0.168,7.017,1.952,0.472,0.453,171.249,0.887,67,1.043,0.959,0.958
135,0.144,1.216,2.311,0.432,0.423,26.055,0.873,68,1.021,0.979,0.952
136,0.166,7.013,1.954,0.468,0.451,170.099,0.916,68,1.038,0.963,0.968
137,0.145,1.225,2.318,0.436,0.424,77.243,0.905,69,1.027,0.974,0.961
138,0.172,7.007,1.957,0.471,0.466,106.089,0.903,69,1.01,0.99,0.961
139,0.145,1.233,2.325,0.434,0.425,94.597,0.898,70,1.022,0.979,0.958
140,0.172,7.003,1.959,0.47,0.466,152.786,0.902,70,1.01,0.99,0.96
141,0.144,1.242,2.331,0.437,0.421,3.404,0.891,71,1.037,0.964,0.957
142,0.169,6.996,1.962,0.478,0.45,171.578,0.911,71,1.064,0.94,0.96
143,0.145,1.252,2.338,0.434,0.424,67.379,0.892,72,1.023,0.978,0.953
144,0.169,6.992,1.963,0.469,0.46,1.901,0.887,72,1.019,0.981,0.959
145,0.146,1.26,2.345,0.437,0.426,81.29,0.876,73,1.027,0.974,0.956
146,0.17,6.985,1.965,0.472,0.458,97.358,0.9,73,1.029,0.971,0.962
147,0.144,1.269,2.349,0.432,0.425,40.38,0.899,74,1.015,0.986,0.952
148,0.172,6.98,1.965,0.474,0.461,173.351,0.915,74,1.027,0.973,0.967
149,0.145,1.278,2.355,0.435,0.425,24.146,0.917,75,1.023,0.978,0.964
150,0.168,6.976,1.967,0.472,0.453,169.518,0.931,75,1.042,0.96,0.966
151,0.144,1.287,2.358,0.432,0.425,56.055,0.891,76,1.017,0.984,0.958
152,0.17,6.968,1.966,0.467,0.464,22.054,0.902,76,1.007,0.993,0.959
153,0.143,1.298,2.362,0.429,0.426,66.917,0.862,77,1.008,0.992,0.954
154,0.172,6.963,1.967,0.471,0.464,105.569,0.878,77,1.014,0.986,0.961
155,0.142,1.304,2.368,0.43,0.421,37.496,0.918,78,1.021,0.979,0.961
156,0.171,6.958,1.966,0.475,0.458,167.172,0.902,78,1.037,0.964,0.961
157,0.143,1.313,2.371,0.432,0.422,50.968,0.882,79,1.024,0.977,0.955
158,0.169,6.953,1.965,0.472,0.458,165.145,0.892,79,1.031,0.97,0.961
159,0.145,1.322,2.376,0.434,0.426,66.389,0.885,80,1.019,0.981,0.956
160,0.171,6.947,1.962,0.469,0.465,90.986,0.897,80,1.01,0.99,0.956
161,0.144,1.331,2.38,0.434,0.421,21.732,0.895,81,1.03,0.971,0.955
162,0.171,6.942,1.961,0.468,0.465,121.532,0.9,81,1.008,0.992,0.96
163,0.143,1.344,2.386,0.434,0.419,39.731,0.896,82,1.036,0.965,0.955
164,0.169,6.935,1.959,0.472,0.456,163.665,0.923,82,1.035,0.966,0.967
165,0.144,1.35,2.387,0.433,0.422,59.512,0.906,83,1.026,0.975,0.96
166,0.168,6.929,1.956,0.465,0.461,163.616,0.911,83,1.008,0.992,0.964
167,0.145,1.36,2.388,0.432,0.427,30.764,0.913,84,1.011,0.989,0.963
168,0.173,6.921,1.951,0.476,0.462,86.651,0.904,84,1.03,0.971,0.965
169,0.145,1.369,2.39,0.434,0.426,14.893,0.873,85,1.021,0.98,0.955
170,0.171,6.916,1.949,0.47,0.465,166.8,0.916,85,1.011,0.989,0.966
171,0.147,1.378,2.392,0.439,0.427,62.781,0.868,86,1.03,0.971,0.952
172,0.169,6.911,1.943,0.473,0.455,174.079,0.899,86,1.041,0.961,0.961
173,0.146,1.388,2.394,0.437,0.424,85.455,0.899,87,1.03,0.971,0.956
174,0.171,6.905,1.939,0.471,0.464,91.339,0.898,87,1.015,0.985,0.956
175,0.145,1.397,2.394,0.437,0.424,17.726,0.917,88,1.031,0.97,0.965
176,0.171,6.898,1.934,0.473,0.461,88.322,0.871,88,1.027,0.974,0.956
177,0.145,1.405,2.397,0.433,0.427,70.569,0.896,89,1.015,0.985,0.957
178,0.169,6.89,1.928,0.47,0.458,176.398,0.907,89,1.026,0.975,0.962
179,0.145,1.414,2.398,0.436,0.425,66.579,0.886,90,1.026,0.974,0.957
180,0.17,6.885,1.924,0.473,0.458,171.418,0.902,90,1.032,0.969,0.965
181,0.145,1.422,2.397,0.433,0.425,41.04,0.912,91,1.021,0.979,0.958
182,0.172,6.879,1.917,0.473,0.462,86.409,0.895,91,1.023,0.978,0.96
183,0.145,1.429,2.397,0.436,0.422,43.474,0.89,92,1.033,0.968,0.956
184,0.17,6.874,1.91,0.47,0.461,105.096,0.894,92,1.02,0.98,0.958
185,0.146,1.44,2.398,0.441,0.421,72.623,0.914,93,1.048,0.954,0.967
186,0.169,6.866,1.904,0.474,0.454,173.234,0.911,93,1.045,0.957,0.967
187,0.147,1.449,2.397,0.437,0.427,62.454,0.918,94,1.024,0.977,0.963
188,0.17,6.859,1.897,0.467,0.463,172.047,0.908,94,1.009,0.991,0.964
189,0.146,1.46,2.397,0.436,0.427,38.528,0.903,95,1.021,0.979,0.959
190,0.172,6.855,1.888,0.475,0.462,92.463,0.894,95,1.028,0.973,0.958
191,0.146,1.47,2.396,0.435,0.427,62.212,0.912,96,1.017,0.983,0.961
192,0.17,6.849,1.881,0.47,0.462,160.46,0.904,96,1.017,0.983,0.961
193,0.147,1.48,2.395,0.434,0.431,18.66,0.901,97,1.007,0.993,0.96
194,0.169,6.843,1.871,0.474,0.455,178.969,0.916,97,1.042,0.96,0.96
195,0.146,1.491,2.392,0.435,0.428,4.745,0.906,98,1.015,0.985,0.959
196,0.172,6.835,1.864,0.47,0.465,108.92,0.888,98,1.011,0.989,0.955
197,0.146,1.498,2.389,0.434,0.427,33.606,0.88,99,1.016,0.984,0.955
198,0.174,6.828,1.853,0.476,0.465,99.544,0.888,99,1.024,0.977,0.963
199,0.147,1.508,2.387,0.438,0.429,51.853,0.914,100,1.021,0.979,0.964
200,0.17,6.822,1.843,0.473,0.458,169.069,0.878,100,1.033,0.968,0.956
201,0.148,1.519,2.385,0.441,0.427,27.227,0.882,101,1.032,0.969,0.957
202,0.17,6.815,1.832,0.472,0.459,168.023,0.878,101,1.027,0.974,0.959
203,0.147,1.529,2.381,0.443,0.423,22.992,0.87,102,1.046,0.956,0.95
204,0.172,6.808,1.821,0.469,0.466,129.042,0.899,102,1.006,0.994,0.96
205,0.149,1.538,2.378,0.436,0.434,54.403,0.889,103,1.005,0.995,0.955
206,0.172,6.803,1.81,0.471,0.465,118.311,0.901,103,1.014,0.986,0.96
207,0.147,1.547,2.375,0.436,0.431,28.736,0.891,104,1.01,0.99,0.959
208,0.171,6.796,1.799,0.475,0.458,179.439,0.888,104,1.039,0.963,0.955
209,0.145,1.558,2.371,0.436,0.423,26.673,0.906,105,1.029,0.971,0.959
210,0.17,6.788,1.785,0.476,0.455,178.961,0.902,105,1.045,0.957,0.961
211,0.147,1.566,2.366,0.437,0.427,34.687,0.917,106,1.025,0.976,0.962
212,0.172,6.783,1.773,0.472,0.464,75.848,0.904,106,1.017,0.983,0.957
213,0.148,1.574,2.362,0.438,0.429,81.408,0.9,107,1.02,0.98,0.959
214,0.17,6.776,1.759,0.469,0.462,36.238,0.903,107,1.015,0.985,0.961
215,0.145,1.586,2.357,0.436,0.424,48.278,0.907,108,1.028,0.973,0.957
216,0.17,6.769,1.744,0.474,0.456,0.95,0.874,108,1.04,0.962,0.956
217,0.147,1.597,2.352,0.44,0.426,27.909,0.909,109,1.031,0.97,0.965
218,0.169,6.763,1.73,0.469,0.46,27.741,0.852,109,1.019,0.982,0.952
219,0.147,1.604,2.347,0.437,0.428,77.595,0.888,110,1.02,0.98,0.956
220,0.17,6.755,1.715,0.47,0.461,65.966,0.894,110,1.019,0.981,0.956
221,0.146,1.615,2.338,0.435,0.428,102.338,0.906,111,1.018,0.982,0.959
222,0.169,6.749,1.7,0.473,0.456,7.047,0.884,111,1.038,0.963,0.958
223,0.145,1.625,2.332,0.436,0.425,24.101,0.89,112,1.026,0.974,0.96
224,0.168,6.742,1.685,0.474,0.452,10.326,0.899,112,1.05,0.952,0.963
225,0.146,1.63,2.326,0.437,0.425,74.596,0.901,113,1.03,0.971,0.956
226,0.172,6.736,1.666,0.47,0.464,81.006,0.897,113,1.013,0.987,0.961
227,0.149,1.642,2.321,0.436,0.435,136.815,0.888,114,1.003,0.997,0.954
228,0.172,6.731,1.651,0.477,0.459,89.348,0.904,114,1.039,0.962,0.96
229,0.145,1.652,2.312,0.431,0.429,176.687,0.885,115,1.004,0.996,0.952
230,0.171,6.723,1.634,0.474,0.459,168.481,0.878,115,1.031,0.97,0.96
231,0.145,1.659,2.303,0.431,0.429,82.633,0.901,116,1.006,0.994,0.958
232,0.172,6.715,1.618,0.479,0.456,170.783,0.895,116,1.052,0.951,0.962
233,0.145,1.67,2.295,0.441,0.42,86.921,0.897,117,1.05,0.952,0.956
234,0.173,6.708,1.599,0.472,0.467,104.086,0.89,117,1.01,0.99,0.962
235,0.145,1.682,2.286,0.43,0.428,83.145,0.921,118,1.006,0.994,0.962
236,0.17,6.7,1.579,0.468,0.464,164.146,0.914,118,1.01,0.99,0.964
237,0.146,1.691,2.276,0.435,0.427,54.422,0.909,119,1.018,0.982,0.959
238,0.168,6.695,1.56,0.473,0.452,6.27,0.9,119,1.046,0.956,0.958
239,0.146,1.7,2.269,0.438,0.426,83.708,0.895,120,1.028,0.973,0.958
240,0.17,6.687,1.539,0.469,0.462,35.869,0.9,120,1.015,0.986,0.96
241,0.144,1.711,2.259,0.435,0.421,86.544,0.883,121,1.033,0.968,0.948
242,0.174,6.681,1.521,0.476,0.467,47.38,0.906,121,1.018,0.982,0.957
243,0.144,1.722,2.249,0.428,0.428,149.782,0.873,122,1.002,0.998,0.952
244,0.17,6.674,1.501,0.47,0.461,14.725,0.911,122,1.02,0.981,0.963
245,0.145,1.731,2.237,0.434,0.425,69.093,0.872,123,1.022,0.979,0.955
246,0.169,6.667,1.479,0.472,0.456,9.582,0.883,123,1.034,0.967,0.95
247,0.146,1.74,2.23,0.433,0.429,104.379,0.864,124,1.008,0.992,0.952
248,0.17,6.657,1.457,0.469,0.461,34.406,0.907,124,1.018,0.982,0.961
249,0.145,1.75,2.218,0.434,0.424,21.971,0.898,125,1.024,0.977,0.957
250,0.171,6.652,1.434,0.47,0.462,56.671,0.905,125,1.018,0.982,0.957
251,0.145,1.76,2.205,0.432,0.428,31.802,0.896,126,1.01,0.99,0.957
252,0.167,6.648,1.408,0.468,0.455,6.87,0.909,126,1.03,0.971,0.962
253,0.146,1.77,2.193,0.437,0.425,89.024,0.863,127,1.029,0.972,0.948
254,0.167,6.639,1.384,0.472,0.451,14.77,0.884,127,1.046,0.956,0.958
255,0.147,1.779,2.178,0.434,0.431,110.318,0.875,128,1.008,0.992,0.956
256,0.171,6.632,1.359,0.471,0.462,57.503,0.883,128,1.019,0.982,0.959
257,0.146,1.788,2.167,0.433,0.428,15.487,0.891,129,1.011,0.989,0.955
258,0.17,6.624,1.334,0.466,0.465,72.783,0.909,129,1.002,0.998,0.962
259,0.144,1.794,2.157,0.435,0.422,73.951,0.895,130,1.03,0.971,0.953
260,0.169,6.615,1.309,0.47,0.458,7.334,0.892,130,1.025,0.976,0.96
261,0.143,1.807,2.142,0.432,0.423,84.561,0.889,131,1.021,0.98,0.955
262,0.169,6.609,1.283,0.472,0.455,28.188,0.865,131,1.038,0.964,0.954
263,0.145,1.817,2.128,0.437,0.424,27.908,0.898,132,1.029,0.972,0.96
264,0.171,6.601,1.255,0.469,0.464,6.906,0.864,132,1.011,0.989,0.956
265,0.145,1.824,2.115,0.435,0.425,60.166,0.916,133,1.023,0.977,0.963
266,0.172,6.594,1.227,0.474,0.461,179.973,0.862,133,1.028,0.973,0.956
267,0.145,1.835,2.102,0.434,0.427,66.713,0.863,134,1.016,0.984,0.956
268,0.17,6.587,1.197,0.476,0.454,6.4,0.868,134,1.047,0.955,0.962
269,0.145,1.844,2.085,0.435,0.425,52.822,0.897,135,1.024,0.977,0.959
270,0.17,6.579,1.169,0.471,0.46,12.314,0.882,135,1.025,0.976,0.957
271,0.145,1.856,2.069,0.433,0.427,26.751,0.885,136,1.014,0.986,0.959
272,0.171,6.572,1.137,0.47,0.463,38.259,0.869,136,1.015,0.985,0.955
273,0.145,1.865,2.054,0.433,0.427,82.36,0.906,137,1.014,0.986,0.957
274,0.171,6.564,1.106,0.473,0.459,175.535,0.821,137,1.031,0.97,0.95
275,0.146,1.875,2.038,0.432,0.43,18.155,0.896,138,1.005,0.995,0.953
276,0.171,6.555,1.075,0.471,0.462,171.726,0.884,138,1.018,0.982,0.954
277,0.145,1.884,2.021,0.435,0.425,35.349,0.893,139,1.025,0.976,0.954
278,0.173,6.549,1.041,0.472,0.466,177.205,0.86,139,1.014,0.987,0.953
279,0.146,1.894,2.002,0.435,0.427,48.603,0.901,140,1.018,0.982,0.957
280,0.171,6.543,1.008,0.469,0.463,83.629,0.876,140,1.014,0.986,0.956
281,0.146,1.904,1.987,0.438,0.424,80.805,0.892,141,1.033,0.968,0.956
282,0.17,6.536,0.972,0.472,0.459,10.167,0.881,141,1.027,0.973,0.957
283,0.145,1.913,1.97,0.434,0.427,56.391,0.898,142,1.018,0.982,0.959
284,0.17,6.528,0.937,0.468,0.462,8.273,0.855,142,1.015,0.985,0.953
285,0.145,1.923,1.951,0.431,0.428,16.486,0.897,143,1.008,0.992,0.959
286,0.17,6.519,0.902,0.468,0.463,36.209,0.864,143,1.011,0.989,0.956
287,0.146,1.932,1.93,0.437,0.426,71.501,0.908,144,1.026,0.974,0.961
288,0.17,6.513,0.862,0.47,0.461,53.582,0.758,144,1.019,0.981,0.931
289,0.147,1.943,1.912,0.436,0.43,64.788,0.876,145,1.015,0.985,0.956
290,0.172,6.505,0.82,0.471,0.465,36.803,0.755,145,1.013,0.987,0.937
291,0.145,1.952,1.893,0.435,0.425,47.66,0.897,146,1.024,0.977,0.96
292,0.178,6.494,0.776,0.493,0.458,61.322,0.797,146,1.076,0.929,0.943
293,0.147,1.959,1.873,0.44,0.427,67.571,0.836,147,1.03,0.97,0.952
294,0.178,6.491,0.738,0.481,0.472,67.42,0.792,147,1.019,0.982,0.942
295,0.144,1.971,1.852,0.433,0.423,76.724,0.912,148,1.023,0.978,0.96
296,0.182,6.483,0.689,0.484,0.479,51.168,0.849,148,1.01,0.99,0.954
297,0.146,1.981,1.832,0.433,0.429,21.353,0.895,149,1.01,0.991,0.96
298,0.182,6.476,0.65,0.492,0.471,10.054,0.794,149,1.044,0.958,0.939
299,0.144,1.99,1.811,0.43,0.428,7.127,0.886,150,1.005,0.995,0.956
300,0.188,6.47,0.601,0.491,0.486,1.179,0.692,150,1.011,0.989,0.92
301,0.146,1.998,1.788,0.432,0.43,140.258,0.892,151,1.004,0.996,0.954
302,0.19,6.46,0.554,0.5,0.484,20.176,0.814,151,1.032,0.969,0.942
303,0.147,2.007,1.768,0.435,0.431,25.778,0.893,152,1.011,0.99,0.96
304,0.185,6.454,0.508,0.489,0.482,81.334,0.794,152,1.015,0.986,0.932
305,0.147,2.016,1.743,0.439,0.425,21.675,0.89,153,1.033,0.968,0.956
306,0.183,6.448,0.462,0.494,0.473,37.167,0.771,153,1.045,0.957,0.939
307,0.145,2.025,1.72,0.432,0.429,96.774,0.875,154,1.008,0.992,0.957
308,0.182,6.441,0.409,0.49,0.473,76.635,0.718,154,1.037,0.964,0.912
309,0.145,2.034,1.695,0.433,0.428,11.066,0.875,155,1.012,0.988,0.958
310,0.206,6.437,0.33,0.542,0.484,97.758,0.714,155,1.119,0.893,0.928
311,0.145,2.045,1.669,0.433,0.427,29.293,0.883,156,1.014,0.987,0.959
312,0.189,6.435,0.296,0.5,0.481,147.756,0.699,156,1.04,0.961,0.938
313,0.146,2.051,1.646,0.434,0.429,21.36,0.883,157,1.012,0.988,0.957
314,0.177,6.428,0.269,0.508,0.444,176.872,0.79,157,1.146,0.873,0.946
315,0.146,2.061,1.618,0.434,0.429,35.069,0.891,158,1.012,0.988,0.958
316,0.189,6.427,0.282,0.506,0.477,165.344,0.812,158,1.06,0.943,0.951
