 ,Area,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
55,0.115,0.801,1.27,0.383,0.381,152.445,0.885,28,1.005,0.995,0.949
56,0.117,6.738,1.068,0.392,0.38,6.208,0.887,28,1.031,0.97,0.949
57,0.117,0.804,1.269,0.392,0.378,109.654,0.879,29,1.037,0.965,0.95
58,0.118,6.747,1.064,0.395,0.38,101.665,0.838,29,1.041,0.961,0.956
59,0.114,0.808,1.264,0.394,0.368,0.864,0.896,30,1.071,0.933,0.954
60,0.118,6.754,1.062,0.396,0.381,6.516,0.875,30,1.039,0.963,0.953
61,0.115,0.812,1.267,0.385,0.379,130.279,0.897,31,1.014,0.986,0.948
62,0.118,6.761,1.059,0.39,0.384,12.21,0.921,31,1.016,0.984,0.955
63,0.116,0.813,1.266,0.388,0.381,95.192,0.855,32,1.018,0.983,0.953
64,0.121,6.768,1.058,0.401,0.383,91.08,0.914,32,1.046,0.956,0.962
65,0.112,0.807,1.258,0.387,0.367,8.981,0.792,33,1.054,0.949,0.941
66,0.12,6.779,1.049,0.4,0.38,7.06,0.914,33,1.054,0.949,0.958
67,0.116,0.816,1.251,0.386,0.384,25.459,0.898,34,1.005,0.995,0.953
68,0.116,6.792,1.044,0.392,0.378,10.193,0.884,34,1.037,0.964,0.948
69,0.117,0.824,1.249,0.39,0.38,103.752,0.908,35,1.027,0.974,0.958
70,0.121,6.791,1.04,0.397,0.389,88.722,0.891,35,1.021,0.98,0.957
71,0.112,0.824,1.241,0.386,0.37,8.257,0.901,36,1.045,0.957,0.953
72,0.116,6.799,1.029,0.396,0.374,6.881,0.884,36,1.059,0.944,0.952
73,0.118,0.826,1.229,0.393,0.382,61.338,0.895,37,1.03,0.971,0.957
74,0.116,6.808,1.021,0.395,0.374,176.833,0.896,37,1.058,0.945,0.95
75,0.117,0.836,1.226,0.394,0.38,79.087,0.924,38,1.038,0.964,0.961
76,0.118,6.822,1.005,0.393,0.383,70.633,0.869,38,1.026,0.974,0.943
77,0.113,0.835,1.214,0.391,0.367,15.188,0.91,39,1.065,0.939,0.958
78,0.116,6.828,0.995,0.396,0.374,18.312,0.841,39,1.058,0.945,0.947
79,0.118,0.84,1.202,0.39,0.385,71.479,0.904,40,1.014,0.986,0.954
80,0.118,6.841,0.985,0.392,0.385,29.291,0.875,40,1.018,0.982,0.959
81,0.117,0.849,1.194,0.388,0.385,75.047,0.865,41,1.007,0.993,0.956
82,0.12,6.854,0.965,0.394,0.389,119.728,0.894,41,1.012,0.988,0.958
83,0.114,0.849,1.177,0.399,0.365,9.475,0.883,42,1.093,0.915,0.952
84,0.118,6.859,0.945,0.403,0.374,4.289,0.891,42,1.077,0.928,0.954
85,0.117,0.859,1.168,0.388,0.383,17.237,0.859,43,1.013,0.987,0.947
86,0.117,6.868,0.93,0.392,0.38,2.675,0.857,43,1.03,0.971,0.948
87,0.117,0.863,1.145,0.387,0.386,65.456,0.867,44,1.004,0.996,0.947
88,0.119,6.88,0.913,0.395,0.385,77.485,0.863,44,1.025,0.975,0.95
89,0.114,0.861,1.135,0.39,0.372,8.256,0.905,45,1.048,0.954,0.958
90,0.117,6.885,0.895,0.393,0.378,12.33,0.859,45,1.041,0.961,0.947
91,0.116,0.866,1.115,0.385,0.383,149.584,0.895,46,1.007,0.993,0.955
92,0.115,6.895,0.873,0.389,0.376,4.136,0.922,46,1.034,0.967,0.956
93,0.113,0.869,1.099,0.384,0.375,40.972,0.896,47,1.023,0.977,0.955
94,0.117,6.903,0.851,0.39,0.383,63.938,0.892,47,1.02,0.981,0.955
95,0.113,0.874,1.078,0.389,0.368,20.621,0.833,48,1.056,0.947,0.936
96,0.115,6.911,0.825,0.396,0.37,0.007,0.869,48,1.071,0.934,0.95
97,0.116,0.881,1.052,0.388,0.381,56.474,0.782,49,1.016,0.984,0.939
98,0.116,6.921,0.803,0.389,0.379,22.851,0.85,49,1.026,0.974,0.948
99,0.115,0.888,1.035,0.386,0.38,179.934,0.866,50,1.015,0.985,0.949
100,0.12,6.928,0.759,0.401,0.379,90.824,0.867,50,1.058,0.945,0.951
101,0.113,0.897,1.013,0.398,0.36,9.331,0.896,51,1.104,0.906,0.95
102,0.119,6.937,0.732,0.391,0.388,46.531,0.826,51,1.007,0.993,0.946
103,0.116,0.9,0.988,0.386,0.381,137.761,0.828,52,1.011,0.989,0.933
104,0.117,6.938,0.705,0.397,0.375,43.992,0.834,52,1.058,0.946,0.938
105,0.114,0.905,0.953,0.386,0.377,161.177,0.846,53,1.023,0.978,0.944
106,0.116,6.958,0.682,0.391,0.378,1.532,0.632,53,1.033,0.968,0.922
107,0.113,0.916,0.924,0.391,0.368,179.124,0.82,54,1.063,0.941,0.936
108,0.116,6.962,0.647,0.402,0.367,9.417,0.805,54,1.094,0.914,0.94
109,0.118,0.91,0.886,0.398,0.379,72.224,0.745,55,1.05,0.952,0.922
110,0.125,6.965,0.592,0.409,0.388,68.02,0.822,55,1.054,0.949,0.938
111,0.116,0.92,0.861,0.393,0.376,51.313,0.838,56,1.043,0.958,0.939
112,0.128,6.97,0.552,0.426,0.383,77.789,0.747,56,1.113,0.899,0.912
113,0.112,0.932,0.83,0.399,0.359,3.15,0.645,57,1.111,0.9,0.9
114,0.12,6.984,0.527,0.398,0.383,91.901,0.734,57,1.038,0.963,0.921
115,0.128,0.936,0.779,0.411,0.396,88.031,0.562,58,1.037,0.964,0.891
116,0.118,6.979,0.498,0.394,0.38,47.271,0.622,58,1.035,0.966,0.926
117,0.117,0.937,0.757,0.399,0.373,15.972,0.508,59,1.069,0.935,0.877
118,0.123,7,0.448,0.411,0.382,110.155,0.771,59,1.078,0.928,0.918
119,0.121,0.947,0.706,0.408,0.378,16.411,0.484,60,1.078,0.928,0.877
120,0.123,6.992,0.405,0.407,0.384,52.514,0.57,60,1.06,0.944,0.871
121,0.122,0.959,0.67,0.406,0.384,78.182,0.61,61,1.059,0.945,0.915
122,0.13,7.021,0.353,0.427,0.387,108.05,0.606,61,1.105,0.905,0.902
123,0.126,0.952,0.622,0.426,0.375,58.128,0.676,62,1.135,0.881,0.911
124,0.122,7.023,0.324,0.405,0.383,175.924,0.636,62,1.057,0.946,0.898
125,0.131,0.976,0.566,0.433,0.387,87.462,0.622,63,1.118,0.894,0.905
126,0.128,7.038,0.318,0.43,0.378,159.409,0.712,63,1.138,0.879,0.922
127,0.124,0.986,0.54,0.412,0.383,123.13,0.631,64,1.076,0.93,0.877
128,0.134,7.041,0.338,0.418,0.407,127.077,0.626,64,1.028,0.973,0.905
129,0.121,0.98,0.543,0.405,0.381,128.127,0.603,65,1.062,0.942,0.879
130,0.138,7.04,0.36,0.447,0.393,78.371,0.635,65,1.137,0.88,0.91
131,0.136,0.992,0.552,0.444,0.391,67.36,0.467,66,1.134,0.882,0.888
132,0.129,7.051,0.397,0.428,0.385,97.56,0.69,66,1.113,0.898,0.903
133,0.138,1.013,0.589,0.447,0.393,57.274,0.539,67,1.136,0.88,0.884
134,0.135,7.058,0.413,0.429,0.401,79.935,0.764,67,1.069,0.935,0.931
135,0.141,1.035,0.618,0.458,0.392,79.231,0.572,68,1.167,0.857,0.895
136,0.147,7.059,0.436,0.464,0.404,84.119,0.731,68,1.15,0.869,0.93
137,0.137,1.049,0.655,0.44,0.396,69.323,0.738,69,1.11,0.901,0.912
138,0.138,7.071,0.467,0.438,0.402,88.222,0.702,69,1.089,0.918,0.921
139,0.142,1.057,0.687,0.453,0.398,57.273,0.647,70,1.141,0.877,0.917
140,0.134,7.075,0.487,0.418,0.407,159.47,0.65,70,1.029,0.972,0.872
141,0.144,1.085,0.701,0.47,0.391,70.354,0.633,71,1.203,0.831,0.916
