R,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
96,0.696436,0.530267,2.423026,0.530267,2.423026,1.073382,0.826108,5.199691,0.869232,96,1.299323,0.769631,0.989359
97,0.711465,0.535341,2.404583,0.535341,2.404583,1.049476,0.863160,5.516101,0.887596,97,1.215853,0.822468,0.990462
98,0.747664,0.540340,2.375280,0.540340,2.375280,1.000047,0.951910,10.417803,0.898645,98,1.050569,0.951865,0.990951
99,0.785065,0.544558,2.352761,0.544558,2.352761,1.051495,0.950623,90.168073,0.893080,99,1.106111,0.904068,0.991056
100,0.820453,0.547335,2.342495,0.547335,2.342495,1.142472,0.914362,93.062813,0.886068,100,1.249475,0.800336,0.991027
101,0.846091,0.548554,2.338841,0.548554,2.338841,1.204578,0.894319,94.295509,0.870913,101,1.346921,0.742434,0.990797
102,0.848007,0.551350,2.325816,0.551350,2.325816,1.205972,0.895308,94.645447,0.863655,102,1.346991,0.742396,0.990719
103,0.829368,0.554631,2.300237,0.554631,2.300237,1.156035,0.913453,95.086069,0.878186,103,1.265567,0.790160,0.990526
104,0.795453,0.559306,2.266847,0.559306,2.266847,1.068788,0.947618,95.955969,0.894466,104,1.127868,0.886628,0.990142
105,0.761391,0.564180,2.235628,0.564180,2.235628,0.991566,0.977679,170.858043,0.897608,105,1.014204,0.985995,0.990638
106,0.724383,0.566611,2.219814,0.566611,2.219814,1.040295,0.886588,4.978266,0.889568,106,1.173370,0.852246,0.990231
107,0.698302,0.567278,2.210790,0.567278,2.210790,1.074499,0.827461,5.669104,0.883902,107,1.298549,0.770090,0.990801
108,0.704565,0.569703,2.191976,0.569703,2.191976,1.066160,0.841412,5.778387,0.877106,108,1.267108,0.789199,0.990215
109,0.735336,0.573460,2.157716,0.573460,2.157716,1.024799,0.913602,7.173701,0.896105,109,1.121713,0.891493,0.990146
110,0.773842,0.578109,2.119250,0.578109,2.119250,1.011987,0.973615,84.638583,0.892095,110,1.039412,0.962083,0.990009
111,0.811268,0.580857,2.089342,0.580857,2.089342,1.107179,0.932947,92.740053,0.887050,111,1.186754,0.842635,0.990926
112,0.844004,0.581765,2.072434,0.581765,2.072434,1.184758,0.907037,94.162616,0.879315,112,1.306185,0.765589,0.991175
113,0.856455,0.582117,2.055211,0.582117,2.055211,1.211748,0.899917,94.783619,0.871662,113,1.346510,0.742660,0.991049
114,0.845993,0.583712,2.030113,0.583712,2.030113,1.182039,0.911266,94.921300,0.872012,114,1.297139,0.770927,0.990782
115,0.819422,0.586793,1.991884,0.586793,1.991884,1.114498,0.936135,95.568578,0.888862,115,1.190532,0.839961,0.990530
116,0.784869,0.590668,1.946055,0.590668,1.946055,1.025170,0.974790,98.346163,0.898746,116,1.051682,0.950857,0.990793
117,0.744766,0.592983,1.910269,0.592983,1.910269,1.023366,0.926614,4.633269,0.891021,117,1.104414,0.905458,0.990544
118,0.713430,0.593587,1.886730,0.593587,1.886730,1.065845,0.852251,6.122886,0.884238,118,1.250624,0.799601,0.989644
119,0.705400,0.593321,1.864077,0.593321,1.864077,1.075592,0.835022,6.301668,0.880420,119,1.288100,0.776337,0.990688
120,0.726053,0.594792,1.829080,0.594792,1.829080,1.046821,0.883092,6.862646,0.887725,120,1.185404,0.843594,0.990237
121,0.763331,0.598241,1.778633,0.598241,1.778633,1.001610,0.970341,17.344460,0.903771,121,1.032225,0.968781,0.990756
122,0.802870,0.600515,1.730664,0.600515,1.730664,1.071207,0.954293,91.615427,0.890019,122,1.122514,0.890857,0.990922
123,0.841990,0.601315,1.691711,0.601315,1.691711,1.163950,0.921049,94.130143,0.877468,123,1.263722,0.791313,0.990796
124,0.864559,0.600467,1.661685,0.600467,1.661685,1.213763,0.906924,94.751016,0.876411,124,1.338330,0.747200,0.991425
125,0.863503,0.599408,1.631253,0.599408,1.631253,1.206479,0.911285,94.916475,0.875093,125,1.323932,0.755326,0.991247
126,0.843120,0.600206,1.589460,0.600206,1.589460,1.153467,0.930667,95.217830,0.882562,126,1.239398,0.806843,0.991023
127,0.811489,0.602384,1.534385,0.602384,1.534385,1.074668,0.961432,96.038573,0.898291,127,1.117778,0.894632,0.990854
128,0.770723,0.604618,1.476627,0.604618,1.476627,1.005824,0.975634,4.949783,0.895708,128,1.030944,0.969985,0.990469
129,0.734230,0.604610,1.429932,0.604610,1.429932,1.052700,0.888051,6.838654,0.886451,129,1.185404,0.843594,0.990131
130,0.713455,0.603236,1.392604,0.603236,1.392604,1.078845,0.842010,6.871667,0.882658,130,1.281273,0.780474,0.989965
131,0.723548,0.601731,1.352555,0.601731,1.352555,1.065471,0.864641,7.014539,0.884388,131,1.232270,0.811511,0.990619
132,0.755055,0.602831,1.294789,0.602831,1.294789,1.026695,0.936370,9.806884,0.898496,132,1.096462,0.912024,0.990736
133,0.795158,0.604532,1.228104,0.604532,1.228104,1.035478,0.977739,88.179313,0.901029,133,1.059053,0.944240,0.991062
134,0.839829,0.604998,1.162944,0.604998,1.162944,1.139105,0.938722,93.746104,0.880845,134,1.213464,0.824087,0.990686
135,0.873793,0.603206,1.108592,0.603206,1.108592,1.213549,0.916772,94.696103,0.871833,135,1.323720,0.755447,0.990852
136,0.884132,0.600737,1.060249,0.600737,1.060249,1.232364,0.913457,94.892384,0.874977,136,1.349122,0.741223,0.991395
137,0.872270,0.599391,1.006224,0.599391,1.006224,1.200696,0.924971,95.013552,0.877579,137,1.298091,0.770362,0.990795
138,0.847884,0.599444,0.940039,0.599444,0.940039,1.138979,0.947831,95.181750,0.886318,138,1.201670,0.832176,0.990859
139,0.811416,0.599746,0.863297,0.599746,0.863297,1.051089,0.982911,94.268725,0.903785,139,1.069363,0.935136,0.990928
140,0.768538,0.600315,0.783152,0.600315,0.783152,1.030271,0.949781,9.166254,0.887540,140,1.084746,0.921875,0.989894
141,0.740272,0.599067,0.713116,0.599067,0.713116,1.067315,0.883098,8.034391,0.887346,141,1.208603,0.827402,0.990374
142,0.733003,0.596156,0.646104,0.596156,0.646104,1.075150,0.868054,7.451416,0.844760,142,1.238575,0.807380,0.986939
143,0.758665,0.594609,0.562961,0.594579,0.562841,1.045905,0.923567,11.877284,0.677106,143,1.132462,0.883032,0.974097
144,0.827157,0.597684,0.454467,0.597684,0.454436,1.063340,0.990435,88.488529,0.663014,144,1.073609,0.931438,0.962535
145,0.839019,0.598870,0.394258,0.598883,0.394283,1.058718,1.009024,109.759457,0.684064,145,1.049250,0.953062,0.967916
146,0.826494,0.599058,0.356798,0.599106,0.356870,1.073241,0.980511,162.775293,0.737920,146,1.094573,0.913598,0.954481
147,0.799161,0.600516,0.323400,0.600322,0.323299,1.124378,0.904966,171.983723,0.694337,147,1.242453,0.804859,0.939678
148,0.771411,0.601725,0.303004,0.601616,0.303094,1.165081,0.843024,174.490148,0.516154,148,1.382027,0.723575,0.884098
149,0.748965,0.602930,0.278358,0.602873,0.278374,1.244930,0.765997,176.836270,0.653857,149,1.625242,0.615293,0.967607
150,0.757487,0.607478,0.294762,0.607468,0.294828,1.221944,0.789285,178.414395,0.734217,150,1.548167,0.645925,0.967671
151,0.775831,0.610598,0.320562,0.610609,0.320684,1.152889,0.856821,177.064554,0.589016,151,1.345543,0.743194,0.947485
152,0.818685,0.611084,0.354546,0.611091,0.354581,1.089119,0.957087,174.916413,0.583423,152,1.137952,0.878772,0.956462
153,0.857855,0.617437,0.402036,0.617320,0.402166,1.095936,0.996641,118.749067,0.766411,153,1.099629,0.909398,0.970778
154,0.846263,0.620800,0.451706,0.620766,0.451951,1.114401,0.966884,111.718810,0.610214,154,1.152570,0.867627,0.953158
155,0.851371,0.625026,0.524563,0.624864,0.525672,1.149416,0.943087,104.835487,0.582878,155,1.218781,0.820492,0.934750
156,0.838405,0.624091,0.576370,0.623987,0.577394,1.137268,0.938644,101.933898,0.602463,156,1.211607,0.825350,0.952447
157,0.845625,0.626190,0.613908,0.626161,0.614502,1.154139,0.932889,97.834613,0.590062,157,1.237167,0.808298,0.933993
158,0.852108,0.631143,0.672557,0.631143,0.672557,1.151853,0.941906,90.945225,0.825742,158,1.222895,0.817731,0.983406
159,0.871607,0.638267,0.717327,0.638267,0.717327,1.176321,0.943420,85.773274,0.809293,159,1.246869,0.802009,0.982709
160,0.871018,0.642313,0.763392,0.642313,0.763392,1.158065,0.957644,83.070902,0.889777,160,1.209285,0.826935,0.991197
161,0.867972,0.647282,0.795532,0.647282,0.795532,1.137946,0.971168,82.633689,0.879622,161,1.171730,0.853439,0.990111
162,0.852329,0.649624,0.813478,0.649624,0.813478,1.109284,0.978306,77.894903,0.885070,162,1.133882,0.881926,0.989692
163,0.815517,0.654669,0.825675,0.654669,0.825675,1.036427,1.001854,65.887001,0.899005,163,1.034510,0.966642,0.990397
164,0.786907,0.661210,0.848197,0.661210,0.848197,1.025890,0.976636,169.742935,0.908593,164,1.050432,0.951989,0.991429
165,0.774260,0.666999,0.872436,0.666999,0.872436,1.039199,0.948633,160.074411,0.896761,165,1.095470,0.912850,0.990901
166,0.772442,0.672851,0.895819,0.672851,0.895819,1.032239,0.952787,154.896609,0.883765,166,1.083389,0.923029,0.989602
167,0.776617,0.674483,0.902558,0.674483,0.902558,1.033420,0.956842,145.565083,0.890590,167,1.080031,0.925899,0.989270
168,0.791868,0.676849,0.899670,0.676849,0.899670,1.036621,0.972619,121.981697,0.900279,168,1.065804,0.938259,0.991026
169,0.825782,0.681448,0.899318,0.681448,0.899318,1.082821,0.970999,95.204872,0.897182,169,1.115161,0.896731,0.990909
170,0.856283,0.687432,0.907503,0.687432,0.907503,1.136540,0.959274,84.647668,0.886215,170,1.184793,0.844030,0.990639
171,0.866425,0.693335,0.917253,0.693335,0.917253,1.142399,0.965658,83.293834,0.885945,171,1.183026,0.845290,0.991053
172,0.870502,0.695998,0.923796,0.695998,0.923796,1.139639,0.972552,82.640446,0.892815,172,1.171802,0.853386,0.990652
173,0.855030,0.698462,0.912081,0.698462,0.912081,1.114081,0.977181,78.482710,0.895544,173,1.140098,0.877118,0.991006
174,0.837472,0.701365,0.894591,0.701365,0.894591,1.084883,0.982873,76.907091,0.895586,174,1.103788,0.905971,0.991020
175,0.797123,0.705070,0.878458,0.705070,0.878458,1.013705,1.001207,166.853760,0.899576,175,1.012484,0.987670,0.990948
176,0.778287,0.710723,0.865280,0.710723,0.865280,1.027722,0.964216,164.054033,0.899839,176,1.065862,0.938207,0.991025
177,0.769373,0.715445,0.860738,0.715445,0.860738,1.032667,0.948608,160.175438,0.894409,177,1.088613,0.918600,0.989936
178,0.777035,0.716319,0.847515,0.716319,0.847515,1.030261,0.960292,153.479180,0.892902,178,1.072862,0.932086,0.990143
179,0.788430,0.718218,0.816138,0.718218,0.816138,1.035137,0.969785,141.236776,0.897937,179,1.067388,0.936866,0.991094
180,0.820846,0.721107,0.780975,0.721107,0.780975,1.060373,0.985628,100.691366,0.900495,180,1.075835,0.929511,0.990620
181,0.851470,0.725076,0.745539,0.725076,0.745539,1.111826,0.975085,86.220285,0.887856,181,1.140235,0.877012,0.990770
182,0.882388,0.729315,0.718962,0.729315,0.718962,1.164944,0.964416,84.833395,0.834130,182,1.207927,0.827865,0.986140
183,0.887913,0.732610,0.688475,0.732610,0.688475,1.169101,0.967005,84.236213,0.773976,183,1.208991,0.827136,0.984346
184,0.883444,0.733779,0.648811,0.733779,0.648811,1.170700,0.960823,82.143605,0.840799,184,1.218434,0.820726,0.983931
185,0.883886,0.736658,0.590524,0.736684,0.590957,1.184523,0.950086,84.718117,0.619796,185,1.246755,0.802083,0.958624
186,0.867776,0.740590,0.521050,0.740580,0.521096,1.151780,0.959286,88.923690,0.612609,186,1.200663,0.832873,0.951799
187,0.847663,0.744581,0.456472,0.744581,0.456612,1.103300,0.978227,95.837587,0.676542,187,1.127857,0.886637,0.970192
188,0.830915,0.750264,0.407134,0.750193,0.407564,1.066478,0.992007,115.809968,0.650052,188,1.075071,0.930171,0.959477
189,0.820428,0.754315,0.365423,0.754315,0.365423,1.063333,0.982385,149.509118,0.720225,189,1.082399,0.923873,0.969641
190,0.790321,0.758512,0.316517,0.758476,0.316337,1.110364,0.906250,169.164474,0.670880,190,1.225229,0.816174,0.968477
191,0.732438,0.762264,0.268324,0.762280,0.268395,1.197478,0.778778,176.286686,0.636032,191,1.537638,0.650348,0.966524
192,0.718784,0.768189,0.254930,0.768200,0.254953,1.255213,0.729106,178.867391,0.607467,192,1.721577,0.580863,0.968146
193,0.732683,0.772444,0.262935,0.772592,0.263067,1.249778,0.746438,179.852380,0.556427,193,1.674323,0.597256,0.964395
194,0.764486,0.775188,0.279744,0.775142,0.279834,1.192281,0.816396,177.478246,0.582442,194,1.460421,0.684734,0.958126
195,0.821411,0.781215,0.329257,0.781196,0.329316,1.123814,0.930628,173.783602,0.590955,195,1.207588,0.828097,0.963808
196,0.854883,0.782251,0.375603,0.782212,0.375852,1.086594,1.001727,145.853354,0.652433,196,1.084721,0.921896,0.965912
197,0.864436,0.790122,0.410701,0.790073,0.410811,1.114770,0.987320,119.641276,0.684667,197,1.129087,0.885672,0.970111
198,0.873375,0.792408,0.464314,0.792422,0.464581,1.155059,0.962735,106.313177,0.591432,198,1.199768,0.833494,0.950680
199,0.864117,0.796018,0.529784,0.796026,0.530281,1.166893,0.942869,100.381806,0.537073,199,1.237598,0.808017,0.945785
200,0.862791,0.800653,0.581604,0.800666,0.582078,1.174432,0.935379,95.509756,0.560874,200,1.255567,0.796453,0.944613
201,0.856504,0.801155,0.635015,0.801155,0.635015,1.153545,0.945376,89.418874,0.848919,201,1.220197,0.819540,0.985323
202,0.864068,0.805345,0.675633,0.805345,0.675633,1.156513,0.951278,85.895106,0.843420,202,1.215747,0.822540,0.987192
203,0.873793,0.811902,0.707949,0.811902,0.707949,1.156750,0.961787,82.447657,0.821756,203,1.202709,0.831456,0.984737
204,0.863478,0.816318,0.737712,0.816318,0.737712,1.118882,0.982601,79.944534,0.889930,204,1.138693,0.878200,0.990060
205,0.846533,0.820993,0.772024,0.820993,0.772024,1.073700,1.003856,75.831640,0.893864,205,1.069576,0.934950,0.990717
206,0.822933,0.825099,0.787207,0.825099,0.787207,1.029604,1.017665,15.504684,0.902519,206,1.011732,0.988404,0.990922
207,0.804613,0.829364,0.802875,0.829364,0.802875,1.038856,0.986148,167.971447,0.899959,207,1.053449,0.949263,0.990388
208,0.788061,0.834375,0.815805,0.834375,0.815805,1.047072,0.958283,162.053194,0.894545,208,1.092654,0.915202,0.990081
209,0.781897,0.837951,0.821990,0.837951,0.821990,1.039894,0.957350,156.766711,0.897296,209,1.086222,0.920623,0.990450
210,0.792261,0.842023,0.838128,0.842023,0.838128,1.036486,0.973229,135.649088,0.896450,210,1.064997,0.938970,0.990406
211,0.813208,0.845157,0.841992,0.845157,0.841992,1.058749,0.977955,104.481248,0.899551,211,1.082615,0.923689,0.990829
212,0.828508,0.846739,0.841136,0.846739,0.841136,1.086194,0.971179,92.468554,0.897821,212,1.118428,0.894112,0.991128
213,0.850266,0.848841,0.842756,0.848841,0.842756,1.121113,0.965641,85.469679,0.892669,213,1.161004,0.861323,0.990956
214,0.866032,0.851990,0.830791,0.851990,0.830791,1.138690,0.968364,82.048905,0.891080,214,1.175891,0.850419,0.991175
215,0.868243,0.855262,0.826321,0.855262,0.826321,1.131645,0.976879,79.816351,0.896329,215,1.158429,0.863238,0.991002
216,0.853017,0.857100,0.821344,0.857100,0.821344,1.092712,0.993944,77.178954,0.901967,216,1.099369,0.909613,0.991239
217,0.831578,0.858315,0.804945,0.858315,0.804945,1.048401,1.009917,70.682320,0.896448,217,1.038106,0.963292,0.990827
