R ,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
15,0.504943,-0.048524,1.108581,-0.048524,1.108581,0.928935,0.692097,89.944251,0.862343,16,1.342204,0.745043,0.989222
16,0.482139,-0.049333,1.171975,-0.049333,1.171975,0.855676,0.717419,90.168007,0.887833,17,1.192714,0.838424,0.989167
17,0.447600,-0.048745,1.246641,-0.048745,1.246641,0.765617,0.744370,176.280286,0.898074,18,1.028544,0.972248,0.989042
18,0.424398,-0.047693,1.315928,-0.047693,1.315928,0.807133,0.669481,177.833910,0.882823,19,1.205610,0.829456,0.986872
19,0.412819,-0.049923,1.364795,-0.049923,1.364795,0.826391,0.636039,177.151283,0.881435,20,1.299277,0.769659,0.988601
20,0.432280,-0.047824,1.421941,-0.047824,1.421941,0.791635,0.695264,175.274277,0.892030,21,1.138611,0.878263,0.988107
21,0.467792,-0.047027,1.494186,-0.047027,1.494186,0.805172,0.739732,93.325549,0.898289,22,1.088465,0.918725,0.988491
22,0.487142,-0.046851,1.561654,-0.046851,1.561654,0.876081,0.707981,90.481026,0.887336,23,1.237437,0.808122,0.989388
23,0.497747,-0.048286,1.613641,-0.048286,1.613641,0.915512,0.692237,89.845797,0.876390,24,1.322540,0.756121,0.988981
24,0.488404,-0.047314,1.664875,-0.047314,1.664875,0.888577,0.699833,89.858817,0.881319,25,1.269700,0.787588,0.989548
25,0.457984,-0.048000,1.724876,-0.048000,1.724876,0.789019,0.739048,91.393028,0.904082,26,1.067616,0.936666,0.989737
26,0.430553,-0.048556,1.795888,-0.048556,1.795888,0.786499,0.697009,178.441610,0.897293,27,1.128393,0.886216,0.988814
27,0.412708,-0.048889,1.854798,-0.048889,1.854798,0.817783,0.642562,177.759710,0.879885,28,1.272692,0.785736,0.987917
28,0.417645,-0.048124,1.902057,-0.048124,1.902057,0.808738,0.657521,176.621494,0.881553,29,1.229979,0.813022,0.988705
29,0.446648,-0.048415,1.957992,-0.048415,1.957992,0.762880,0.745452,161.808703,0.899643,30,1.023380,0.977154,0.988243
30,0.472065,-0.047858,2.025780,-0.047858,2.025780,0.834781,0.720011,91.451997,0.895681,31,1.159400,0.862515,0.989167
31,0.486566,-0.047671,2.085996,-0.047671,2.085996,0.889231,0.696687,89.974949,0.881814,32,1.276372,0.783471,0.989442
32,0.487806,-0.048425,2.136000,-0.048425,2.136000,0.896156,0.693065,89.526832,0.881766,33,1.293034,0.773375,0.989114
33,0.467726,-0.049342,2.184263,-0.049342,2.184263,0.830355,0.717195,90.409802,0.886661,34,1.157781,0.863721,0.988397
34,0.438944,-0.049843,2.244295,-0.049843,2.244295,0.761498,0.733922,175.807255,0.898085,35,1.037573,0.963787,0.988384
35,0.416959,-0.050478,2.308657,-0.050478,2.308657,0.801068,0.662726,178.105713,0.885268,36,1.208746,0.827304,0.987779
36,0.409564,-0.051963,2.361092,-0.051963,2.361092,0.815356,0.639566,177.094309,0.882489,37,1.274859,0.784401,0.988908
37,0.428937,-0.051994,2.407117,-0.051994,2.407117,0.783392,0.697146,174.785024,0.898789,38,1.123713,0.889907,0.989100
38,0.456545,-0.051874,2.463310,-0.051874,2.463310,0.790590,0.735262,94.623602,0.901918,39,1.075249,0.930017,0.988803
39,0.475939,-0.052767,2.525214,-0.052767,2.525214,0.859945,0.704678,90.322779,0.886974,40,1.220337,0.819445,0.988959
40,0.482603,-0.054188,2.579810,-0.054188,2.579810,0.889533,0.690778,89.555898,0.882002,41,1.287726,0.776563,0.989649
41,0.473593,-0.054875,2.626006,-0.054875,2.626006,0.859552,0.701525,89.735580,0.888573,42,1.225262,0.816152,0.989339
42,0.447490,-0.056462,2.675442,-0.056462,2.675442,0.772241,0.737803,92.172069,0.902646,43,1.046677,0.955404,0.989329
43,0.424177,-0.057674,2.733100,-0.057674,2.733100,0.781816,0.690799,177.570475,0.895686,44,1.131756,0.883583,0.988240
44,0.408324,-0.058027,2.792057,-0.058027,2.792057,0.808907,0.642713,177.179209,0.883011,45,1.258583,0.794544,0.987921
45,0.416715,-0.058694,2.838830,-0.058694,2.838830,0.795557,0.666927,176.310150,0.890449,46,1.192869,0.838315,0.987980
46,0.440958,-0.059032,2.885406,-0.059032,2.885406,0.756124,0.742531,147.591693,0.894913,47,1.018307,0.982022,0.987604
47,0.462722,-0.059264,2.941347,-0.059264,2.941347,0.825016,0.714114,91.359165,0.898344,48,1.155300,0.865576,0.989373
48,0.475319,-0.059796,2.999228,-0.059796,2.999228,0.872764,0.693424,89.838025,0.886598,49,1.258629,0.794515,0.989583
49,0.473128,-0.060982,3.049679,-0.060982,3.049679,0.868988,0.693225,89.553847,0.882055,50,1.253544,0.797738,0.988482
50,0.454641,-0.062256,3.094575,-0.062256,3.094575,0.805402,0.718730,90.467789,0.897007,51,1.120591,0.892386,0.988852
51,0.430376,-0.063474,3.143956,-0.063474,3.143956,0.759731,0.721270,174.903402,0.901805,52,1.053323,0.949377,0.989010
52,0.412110,-0.064178,3.200364,-0.064178,3.200364,0.795463,0.659635,177.620248,0.890354,53,1.205915,0.829246,0.988109
53,0.408878,-0.064858,3.253080,-0.064858,3.253080,0.801226,0.649753,176.866576,0.883371,54,1.233124,0.810948,0.987990
54,0.426833,-0.065103,3.297451,-0.065103,3.297451,0.769114,0.706607,173.266047,0.905383,55,1.088461,0.918729,0.989149
55,0.450169,-0.065432,3.344271,-0.065432,3.344271,0.789834,0.725687,93.777203,0.899600,56,1.088394,0.918785,0.988791
56,0.465689,-0.066079,3.399461,-0.066079,3.399461,0.848669,0.698663,90.135330,0.888170,57,1.214704,0.823246,0.988719
57,0.469320,-0.067043,3.453297,-0.067043,3.453297,0.866829,0.689359,89.571268,0.885560,58,1.257443,0.795265,0.989197
58,0.458737,-0.067777,3.499848,-0.067777,3.499848,0.829812,0.703872,89.775878,0.887089,59,1.178925,0.848231,0.987960
59,0.436641,-0.069329,3.544304,-0.069329,3.544304,0.753560,0.737763,98.451747,0.905910,60,1.021413,0.979036,0.989191
60,0.416472,-0.070219,3.593087,-0.070219,3.593087,0.779135,0.680586,176.903367,0.893988,61,1.144800,0.873515,0.987739
61,0.406354,-0.070528,3.647722,-0.070528,3.647722,0.798844,0.647668,177.152580,0.887688,62,1.233415,0.810757,0.988528
62,0.415653,-0.070866,3.695609,-0.070866,3.695609,0.781391,0.677286,175.914742,0.894266,63,1.153709,0.866770,0.988443
63,0.436553,-0.071165,3.739141,-0.071165,3.739141,0.753233,0.737934,114.391787,0.898352,64,1.020731,0.979690,0.988198
64,0.455504,-0.071490,3.786992,-0.071490,3.786992,0.820857,0.706537,91.232300,0.895606,65,1.161804,0.860730,0.988944
65,0.463740,-0.071996,3.839357,-0.071996,3.839357,0.856786,0.689148,89.897747,0.888729,66,1.243255,0.804340,0.989279
66,0.459445,-0.072551,3.889374,-0.072551,3.889374,0.843225,0.693746,89.615292,0.890053,67,1.215467,0.822729,0.989085
67,0.441800,-0.073626,3.933597,-0.073626,3.933597,0.780543,0.720674,90.894006,0.901921,68,1.083074,0.923298,0.988630
68,0.420811,-0.074780,3.978237,-0.074780,3.978237,0.759762,0.705212,175.765929,0.895475,69,1.077352,0.928202,0.988018
69,0.407040,-0.075365,4.027537,-0.075365,4.027537,0.789684,0.656287,177.200861,0.895350,70,1.203260,0.831075,0.988707
70,0.408192,-0.075131,4.078139,-0.075131,4.078139,0.787647,0.659846,176.543388,0.890854,71,1.193684,0.837742,0.988102
71,0.424929,-0.075429,4.122876,-0.075429,4.122876,0.755096,0.716514,169.800833,0.901344,72,1.053848,0.948904,0.988566
72,0.444124,-0.075904,4.166183,-0.075904,4.166183,0.790485,0.715355,92.805075,0.899003,73,1.105024,0.904957,0.988737
73,0.456301,-0.076129,4.214420,-0.076129,4.214420,0.839817,0.691795,90.162195,0.891333,74,1.213968,0.823745,0.989058
74,0.457231,-0.076266,4.264924,-0.076266,4.264924,0.846150,0.688016,89.582222,0.891211,75,1.229841,0.813113,0.989317
75,0.445054,-0.077167,4.311917,-0.077167,4.311917,0.803268,0.705444,89.964294,0.894936,76,1.138671,0.878217,0.988299
76,0.425638,-0.077821,4.354925,-0.077821,4.354925,0.741192,0.731172,163.207536,0.900806,77,1.013704,0.986481,0.988305
77,0.409431,-0.078519,4.399562,-0.078519,4.399562,0.776130,0.671671,176.622019,0.896470,78,1.155521,0.865411,0.988243
78,0.404361,-0.078517,4.448629,-0.078517,4.448629,0.787599,0.653694,176.800193,0.889457,79,1.204843,0.829984,0.988338
79,0.414103,-0.078386,4.496552,-0.078386,4.496552,0.766207,0.688133,174.724924,0.897911,80,1.113457,0.898104,0.987931
80,0.432169,-0.078802,4.539161,-0.078802,4.539161,0.757393,0.726511,99.557153,0.902687,81,1.042507,0.959226,0.988630
81,0.447512,-0.079110,4.582772,-0.079110,4.582772,0.817206,0.697242,90.831491,0.891181,82,1.172055,0.853202,0.987952
82,0.453025,-0.079063,4.630615,-0.079063,4.630615,0.841501,0.685452,89.756505,0.888791,83,1.227658,0.814559,0.988693
83,0.446582,-0.079521,4.679205,-0.079521,4.679205,0.818131,0.695006,89.694405,0.886909,84,1.177158,0.849503,0.988484
84,0.429601,-0.080336,4.723751,-0.080336,4.723751,0.756805,0.722755,92.733861,0.902211,85,1.047112,0.955008,0.988235
85,0.412110,-0.081229,4.766467,-0.081229,4.766467,0.759108,0.691226,175.554692,0.897343,86,1.098206,0.910576,0.987952
86,0.403055,-0.081383,4.811220,-0.081383,4.811220,0.781324,0.656815,176.671729,0.891541,87,1.189565,0.840643,0.988355
87,0.406509,-0.080831,4.858799,-0.080831,4.858799,0.772816,0.669737,175.766221,0.895036,88,1.153911,0.866618,0.988000
88,0.421387,-0.080996,4.904149,-0.080996,4.904149,0.741498,0.723571,158.833441,0.906603,89,1.024776,0.975823,0.988753
89,0.438368,-0.080977,4.946226,-0.080977,4.946226,0.791734,0.704969,92.025007,0.894915,90,1.123077,0.890411,0.988172
90,0.447246,-0.081194,4.990066,-0.081194,4.990066,0.829464,0.686530,90.024256,0.885952,91,1.208197,0.827679,0.988331
91,0.445254,-0.081546,5.037207,-0.081546,5.037207,0.825019,0.687154,89.571180,0.890589,92,1.200632,0.832895,0.988474
92,0.432900,-0.082211,5.084014,-0.082211,5.084014,0.778639,0.707882,90.180404,0.897314,93,1.099957,0.909127,0.988199
93,0.415564,-0.082610,5.126644,-0.082610,5.126644,0.742555,0.712557,172.766305,0.901079,94,1.042098,0.959603,0.987453
94,0.403564,-0.082978,5.169324,-0.082978,5.169324,0.770817,0.666610,176.547194,0.891813,95,1.156324,0.864809,0.988503
95,0.401660,-0.082905,5.214513,-0.082905,5.214513,0.774764,0.660084,176.116572,0.893438,96,1.173736,0.851981,0.987938
96,0.412199,-0.082656,5.260313,-0.082656,5.260313,0.750652,0.699163,172.530994,0.903747,97,1.073643,0.931408,0.988479
97,0.428206,-0.082454,5.303513,-0.082454,5.303513,0.762657,0.714881,94.666447,0.894409,98,1.066831,0.937356,0.987541
98,0.440361,-0.082759,5.345317,-0.082759,5.345317,0.811655,0.690792,90.544302,0.891046,99,1.174962,0.851091,0.988102
99,0.442375,-0.083117,5.389682,-0.083117,5.389682,0.824577,0.683077,89.801907,0.893964,100,1.207151,0.828397,0.989109
100,0.434449,-0.083198,5.436023,-0.083198,5.436023,0.793553,0.697065,89.939547,0.896508,101,1.138421,0.878410,0.988490
101,0.419040,-0.083860,5.480481,-0.083860,5.480481,0.735129,0.725775,103.082153,0.896610,102,1.012888,0.987276,0.987710
102,0.404716,-0.083901,5.521822,-0.083901,5.521822,0.759089,0.678840,175.796744,0.900234,103,1.118214,0.894283,0.987868
103,0.399092,-0.084238,5.565097,-0.084238,5.565097,0.771604,0.658550,176.177052,0.886873,104,1.171672,0.853481,0.987239
104,0.405158,-0.083949,5.609707,-0.083949,5.609707,0.757553,0.680961,174.622667,0.895336,105,1.112476,0.898896,0.987721
105,0.419107,-0.083907,5.654457,-0.083907,5.654457,0.738800,0.722283,110.061035,0.903757,106,1.022868,0.977643,0.988692
106,0.432368,-0.083885,5.696148,-0.083885,5.696148,0.791522,0.695506,91.062720,0.894209,107,1.138052,0.878694,0.987660
107,0.437992,-0.084276,5.738087,-0.084276,5.738087,0.818431,0.681387,89.897818,0.884631,108,1.201124,0.832553,0.988458
108,0.433719,-0.084626,5.782130,-0.084626,5.782130,0.804248,0.686639,89.695005,0.892179,109,1.171282,0.853765,0.988445
109,0.420988,-0.084869,5.827156,-0.084869,5.827156,0.754169,0.710741,91.727297,0.900778,110,1.061102,0.942416,0.988203
110,0.406376,-0.085300,5.869781,-0.085300,5.869781,0.743771,0.695664,173.971123,0.895098,111,1.069153,0.935320,0.988076
111,0.398074,-0.085384,5.911610,-0.085384,5.911610,0.765642,0.661985,176.113179,0.893374,112,1.156586,0.864614,0.987858
112,0.399358,-0.085538,5.954385,-0.085538,5.954385,0.760504,0.668607,175.376780,0.892451,113,1.137446,0.879163,0.987031
113,0.410494,-0.084973,5.998322,-0.084973,5.998322,0.734693,0.711395,164.566369,0.900009,114,1.032749,0.968289,0.987773
114,0.423800,-0.084837,6.041504,-0.084837,6.041504,0.768707,0.701956,92.720972,0.898949,115,1.095093,0.913165,0.988331
115,0.431859,-0.085193,6.082622,-0.085193,6.082622,0.806368,0.681897,90.272721,0.893984,116,1.182537,0.845640,0.988346
116,0.431416,-0.085262,6.124180,-0.085262,6.124180,0.805855,0.681631,89.906474,0.893068,117,1.182245,0.845849,0.988435
117,0.421763,-0.085669,6.168236,-0.085669,6.168236,0.769505,0.697858,90.078865,0.900387,118,1.102667,0.906892,0.988276
118,0.408347,-0.085872,6.211708,-0.085872,6.211708,0.728578,0.713613,167.746340,0.902381,119,1.020971,0.979459,0.987921
119,0.397631,-0.086283,6.253399,-0.086283,6.253399,0.754866,0.670688,175.411331,0.899521,120,1.125510,0.888486,0.988415
120,0.396878,-0.086086,6.295134,-0.086086,6.295134,0.761088,0.663945,175.312886,0.888975,121,1.146311,0.872363,0.987767
121,0.403210,-0.086252,6.337365,-0.086252,6.337365,0.741180,0.692656,172.208722,0.901060,122,1.070055,0.934531,0.988386
122,0.415697,-0.085704,6.380946,-0.085704,6.380946,0.746580,0.708942,96.178734,0.902223,123,1.053089,0.949587,0.988185
123,0.425372,-0.085804,6.422493,-0.085804,6.422493,0.790521,0.685119,90.642487,0.899052,124,1.153845,0.866667,0.988755
124,0.427940,-0.085832,6.463241,-0.085832,6.463241,0.804314,0.677435,89.759400,0.893509,125,1.187293,0.842252,0.988392
125,0.421630,-0.086168,6.505514,-0.086168,6.505514,0.780950,0.687414,90.140268,0.901800,126,1.136069,0.880228,0.989145
126,0.410073,-0.086369,6.548653,-0.086369,6.548653,0.733028,0.712281,96.807868,0.903242,127,1.029128,0.971697,0.988446
127,0.398273,-0.086818,6.591024,-0.086818,6.591024,0.741998,0.683421,174.951627,0.905203,128,1.085711,0.921055,0.988787
128,0.393823,-0.086629,6.632133,-0.086629,6.632133,0.755957,0.663306,175.141089,0.895089,129,1.139679,0.877440,0.987975
129,0.397852,-0.086173,6.673392,-0.086173,6.673392,0.745991,0.679045,173.551321,0.902131,130,1.098587,0.910260,0.988177
130,0.407948,-0.086055,6.715840,-0.086055,6.715840,0.726803,0.714658,119.687554,0.903588,131,1.016993,0.983291,0.988069
131,0.418575,-0.085900,6.758090,-0.085900,6.758090,0.772147,0.690213,91.553649,0.898503,132,1.118709,0.893888,0.988549
132,0.423778,-0.086140,6.798735,-0.086140,6.798735,0.797633,0.676465,90.015180,0.890814,133,1.179120,0.848090,0.988025
133,0.421077,-0.086332,6.839546,-0.086332,6.839546,0.788225,0.680176,89.990924,0.884310,134,1.158853,0.862922,0.987487
134,0.411180,-0.086786,6.881863,-0.086786,6.881863,0.748023,0.699887,90.910666,0.899442,135,1.068776,0.935649,0.987478
135,0.399956,-0.086970,6.924100,-0.086970,6.924100,0.728868,0.698671,171.474256,0.895868,136,1.043221,0.958569,0.987185
136,0.393137,-0.086817,6.965391,-0.086817,6.965391,0.749281,0.668050,174.734871,0.889711,137,1.121595,0.891587,0.987570
137,0.394155,-0.086424,7.005991,-0.086424,7.005991,0.747754,0.671148,173.766450,0.892016,138,1.114142,0.897552,0.987492
138,0.401970,-0.086265,7.047354,-0.086265,7.047354,0.726281,0.704692,163.496822,0.897425,139,1.030637,0.970274,0.987356
139,0.412132,-0.086276,7.089062,-0.086276,7.089062,0.753761,0.696167,93.470078,0.895688,140,1.082731,0.923590,0.987612
140,0.419040,-0.086120,7.130107,-0.086120,7.130107,0.786964,0.677971,90.489436,0.889687,141,1.160763,0.861502,0.988226
141,0.418442,-0.086450,7.170386,-0.086450,7.170386,0.789281,0.675016,89.967734,0.892110,142,1.169279,0.855228,0.988416
142,0.411513,-0.086827,7.211483,-0.086827,7.211483,0.760524,0.688938,90.734073,0.903103,143,1.103909,0.905872,0.988565
143,0.401306,-0.086869,7.253050,-0.086869,7.253050,0.718600,0.711048,133.097358,0.904840,144,1.010621,0.989491,0.988197
144,0.393469,-0.086850,7.294539,-0.086850,7.294539,0.740009,0.676992,173.921324,0.893416,145,1.093083,0.914843,0.986703
145,0.391587,-0.086368,7.335048,-0.086368,7.335048,0.746161,0.668199,173.924719,0.902294,146,1.116675,0.895516,0.988404
146,0.396856,-0.086036,7.375140,-0.086036,7.375140,0.731373,0.690883,169.825946,0.898999,147,1.058607,0.944638,0.987440
147,0.405247,-0.085914,7.416644,-0.085914,7.416644,0.734866,0.702137,98.256376,0.900550,148,1.046614,0.955462,0.987750
148,0.413151,-0.085948,7.457435,-0.085948,7.457435,0.773900,0.679726,91.154304,0.897548,149,1.138546,0.878313,0.988296
