R,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
85,0.529459,0.690590,3.966462,0.690590,3.966462,0.903223,0.746359,90.067291,0.889855,85,1.210172,0.826329,0.988441
86,0.535477,0.701884,4.000483,0.701884,4.000483,0.926165,0.736143,89.471752,0.886981,86,1.258132,0.794829,0.989001
87,0.526525,0.713051,4.028851,0.713051,4.028851,0.890566,0.752771,89.264458,0.889506,87,1.183051,0.845272,0.988378
88,0.506160,0.723856,4.050609,0.723856,4.050609,0.818954,0.786934,92.135877,0.905416,88,1.040690,0.960901,0.988899
89,0.482787,0.735726,4.073605,0.735726,4.073605,0.830027,0.740583,178.282285,0.897877,89,1.120775,0.892240,0.988444
90,0.467271,0.747637,4.106027,0.747637,4.106027,0.859398,0.692285,178.483425,0.885833,90,1.241394,0.805546,0.987987
91,0.472070,0.759949,4.137684,0.759949,4.137684,0.845373,0.710998,177.750662,0.884722,91,1.188996,0.841046,0.986695
92,0.494573,0.771975,4.157939,0.771975,4.157939,0.807311,0.780009,170.946186,0.899326,92,1.035002,0.966182,0.987734
93,0.514441,0.784090,4.180543,0.784090,4.180543,0.854542,0.766499,91.152271,0.892005,93,1.114864,0.896970,0.988509
94,0.529658,0.796068,4.209513,0.796068,4.209513,0.912647,0.738930,89.933247,0.885615,94,1.235093,0.809656,0.988813
95,0.531946,0.807490,4.240544,0.807490,4.240544,0.916519,0.738986,89.181379,0.886442,95,1.240238,0.806297,0.988677
96,0.518792,0.818789,4.266478,0.818789,4.266478,0.867805,0.761169,89.403470,0.897602,96,1.140094,0.877120,0.988839
97,0.497731,0.830283,4.285984,0.830283,4.285984,0.799671,0.792490,163.496202,0.903060,97,1.009062,0.991020,0.988250
98,0.476894,0.842539,4.307859,0.842539,4.307859,0.839867,0.722972,178.337040,0.895435,98,1.161687,0.860817,0.988175
99,0.466798,0.854803,4.338826,0.854803,4.338826,0.856287,0.694097,178.323478,0.880452,99,1.233669,0.810590,0.987793
100,0.478212,0.867243,4.366654,0.867243,4.366654,0.833089,0.730868,177.457250,0.894213,100,1.139863,0.877299,0.987649
101,0.500715,0.879369,4.385989,0.879369,4.385989,0.805372,0.791597,103.949760,0.902454,101,1.017402,0.982896,0.988634
102,0.519190,0.891533,4.407003,0.891533,4.407003,0.874415,0.755994,90.599706,0.887375,102,1.156642,0.864571,0.987818
103,0.530777,0.903245,4.433929,0.903245,4.433929,0.916261,0.737570,89.754599,0.880290,103,1.242271,0.804977,0.988035
104,0.527793,0.915364,4.462665,0.915364,4.462665,0.901142,0.745728,89.267097,0.892440,104,1.208406,0.827536,0.989096
105,0.512078,0.926613,4.486474,0.926613,4.486474,0.843836,0.772661,90.251812,0.897623,105,1.092117,0.915653,0.988480
106,0.490744,0.938671,4.503983,0.938671,4.503983,0.813737,0.767858,178.099479,0.902016,106,1.059750,0.943619,0.988109
107,0.472518,0.951364,4.525688,0.951364,4.525688,0.848640,0.708932,178.594886,0.890058,107,1.197068,0.835375,0.988144
108,0.469136,0.963712,4.554228,0.963712,4.554228,0.851964,0.701112,178.375974,0.880045,108,1.215162,0.822935,0.987387
109,0.486343,0.976362,4.578835,0.976362,4.578835,0.820855,0.754373,176.951824,0.894754,109,1.088128,0.919010,0.987504
110,0.506882,0.988594,4.597208,0.988594,4.597208,0.826689,0.780683,92.709656,0.897948,110,1.058930,0.944349,0.987813
111,0.523119,1.000423,4.617360,1.000423,4.617360,0.890724,0.747768,90.343698,0.890250,111,1.191176,0.839506,0.988907
112,0.530255,1.012659,4.642507,1.012659,4.642507,0.913096,0.739398,89.470077,0.889291,112,1.234918,0.809770,0.989100
113,0.522298,1.024475,4.668654,1.024475,4.668654,0.881413,0.754482,89.348160,0.896215,113,1.168236,0.855992,0.988959
114,0.505141,1.036073,4.690101,1.036073,4.690101,0.817564,0.786685,90.861013,0.902768,114,1.039253,0.962230,0.988468
115,0.484179,1.048115,4.706666,1.048115,4.706666,0.826462,0.745922,178.307947,0.900467,115,1.107974,0.902548,0.988652
116,0.470802,1.060837,4.728032,1.060837,4.728032,0.851352,0.704108,178.381172,0.889670,116,1.209122,0.827046,0.987792
117,0.474606,1.073316,4.753536,1.073316,4.753536,0.840860,0.718654,178.126823,0.897208,117,1.170050,0.854664,0.988708
118,0.494150,1.085812,4.776166,1.085812,4.776166,0.806402,0.780221,174.345208,0.900214,118,1.033555,0.967534,0.988387
119,0.512924,1.098071,4.793713,1.098071,4.793713,0.850850,0.767556,91.242119,0.897146,119,1.108518,0.902105,0.988097
120,0.526426,1.110386,4.812524,1.110386,4.812524,0.902041,0.743055,90.113132,0.883974,120,1.213962,0.823749,0.988029
121,0.527893,1.122497,4.835672,1.122497,4.835672,0.904492,0.743107,89.504378,0.889909,121,1.217177,0.821573,0.988315
122,0.515709,1.134179,4.859936,1.134179,4.859936,0.860643,0.762942,89.925921,0.895342,122,1.128057,0.886480,0.988749
123,0.497134,1.145945,4.879241,1.145945,4.879241,0.799020,0.792184,171.926808,0.906831,123,1.008629,0.991445,0.988896
124,0.477913,1.158348,4.895014,1.158348,4.895014,0.837474,0.726588,178.651061,0.894490,124,1.152611,0.867595,0.988276
125,0.470304,1.170964,4.914815,1.170964,4.914815,0.849870,0.704591,178.586588,0.887897,125,1.206189,0.829058,0.987831
126,0.481345,1.183777,4.938975,1.183777,4.938975,0.829797,0.738575,178.343119,0.897210,126,1.123510,0.890068,0.987703
127,0.500988,1.196330,4.960057,1.196330,4.960057,0.805856,0.791554,98.221786,0.902947,127,1.018069,0.982252,0.988495
128,0.518170,1.208583,4.976363,1.208583,4.976363,0.871492,0.757041,90.373254,0.886751,128,1.151183,0.868671,0.988450
129,0.527246,1.220941,4.993739,1.220941,4.993739,0.906836,0.740278,89.533473,0.886136,129,1.224993,0.816331,0.988785
130,0.523467,1.232933,5.015316,1.232933,5.015316,0.891334,0.747754,89.321780,0.888930,130,1.192015,0.838916,0.988357
131,0.510039,1.244829,5.037851,1.244829,5.037851,0.838310,0.774656,89.473165,0.903543,131,1.082170,0.924069,0.989174
132,0.491117,1.257057,5.056071,1.257057,5.056071,0.813350,0.768807,179.184544,0.902701,132,1.057937,0.945235,0.988464
133,0.474134,1.269522,5.070927,1.269522,5.070927,0.844257,0.715050,178.489590,0.893103,133,1.180697,0.846958,0.988005
134,0.473885,1.282518,5.089379,1.282518,5.089379,0.845526,0.713603,178.665502,0.893818,134,1.184869,0.843975,0.988127
135,0.489401,1.295071,5.112491,1.295071,5.112491,0.817536,0.762199,177.682269,0.902397,135,1.072602,0.932312,0.988598
136,0.508100,1.307692,5.131882,1.307692,5.131882,0.829851,0.779577,92.367940,0.894548,136,1.064489,0.939418,0.987746
137,0.523193,1.319833,5.147382,1.319833,5.147382,0.886446,0.751485,90.041027,0.891499,137,1.179592,0.847750,0.988838
138,0.527967,1.332132,5.163843,1.332132,5.163843,0.903165,0.744303,89.388445,0.888133,138,1.213437,0.824105,0.988409
139,0.519463,1.343775,5.184155,1.343775,5.184155,0.872262,0.758260,89.375387,0.899906,139,1.150347,0.869303,0.989204
140,0.504967,1.356122,5.205051,1.356122,5.205051,0.814118,0.789743,88.995148,0.899652,140,1.030864,0.970060,0.988104
141,0.484726,1.368467,5.221345,1.368467,5.221345,0.827199,0.746100,179.507237,0.893777,141,1.108698,0.901959,0.987363
142,0.473686,1.380863,5.235678,1.380863,5.235678,0.848320,0.710953,178.686060,0.889412,142,1.193214,0.838072,0.988173
143,0.479455,1.394029,5.253397,1.394029,5.253397,0.838249,0.728258,178.887349,0.890851,143,1.151033,0.868785,0.988542
144,0.496687,1.406820,5.275291,1.406820,5.275291,0.804283,0.786291,176.274011,0.901995,144,1.022882,0.977630,0.989008
145,0.514615,1.419168,5.293209,1.419168,5.293209,0.852151,0.768911,90.907597,0.900104,145,1.108257,0.902318,0.989080
146,0.526227,1.431443,5.307515,1.431443,5.307515,0.895465,0.748229,89.939073,0.890118,146,1.196780,0.835575,0.988717
147,0.525555,1.443524,5.322820,1.443524,5.322820,0.894911,0.747737,89.502468,0.888656,147,1.196827,0.835543,0.988495
148,0.514764,1.455666,5.342522,1.455666,5.342522,0.852652,0.768681,89.437000,0.897596,148,1.109240,0.901518,0.988186
149,0.498527,1.467757,5.361611,1.467757,5.361611,0.803083,0.790384,1.759660,0.902499,149,1.016067,0.984187,0.988244
150,0.479952,1.480083,5.375637,1.480083,5.375637,0.836768,0.730303,178.955280,0.897468,150,1.145781,0.872767,0.988528
151,0.475402,1.493044,5.389264,1.493044,5.389264,0.846097,0.715403,178.571132,0.899556,151,1.182686,0.845533,0.989366
152,0.485920,1.505676,5.406899,1.505676,5.406899,0.826891,0.748215,178.454998,0.895978,152,1.105151,0.904854,0.988167
153,0.504072,1.518646,5.427458,1.518646,5.427458,0.811690,0.790701,92.563946,0.903671,153,1.026545,0.974141,0.988637
154,0.520110,1.531038,5.443434,1.531038,5.443434,0.871986,0.759444,90.067960,0.895523,154,1.148189,0.870937,0.988423
155,0.527271,1.543343,5.456741,1.543343,5.456741,0.899700,0.746185,89.570117,0.890766,155,1.205733,0.829371,0.988555
156,0.522472,1.555435,5.471185,1.555435,5.471185,0.882467,0.753833,89.502183,0.896513,156,1.170640,0.854234,0.989172
157,0.509915,1.567871,5.489673,1.567871,5.489673,0.831287,0.781011,88.705429,0.899710,157,1.064373,0.939520,0.988337
158,0.492037,1.580366,5.507208,1.580366,5.507208,0.816180,0.767577,0.068755,0.903210,158,1.063320,0.940451,0.988757
159,0.478261,1.593264,5.520120,1.593264,5.520120,0.844364,0.721184,178.789115,0.893127,159,1.170803,0.854115,0.988209
160,0.479778,1.605997,5.532787,1.605997,5.532787,0.842213,0.725318,178.760737,0.893113,160,1.161164,0.861205,0.987942
161,0.493007,1.618695,5.550204,1.618695,5.550204,0.815501,0.769730,178.319087,0.897303,161,1.059465,0.943873,0.988114
162,0.511134,1.631322,5.568663,1.631322,5.568663,0.834219,0.780126,90.403008,0.902679,162,1.069339,0.935157,0.988649
163,0.525406,1.643659,5.583379,1.643659,5.583379,0.885343,0.755603,89.865241,0.893347,163,1.171704,0.853458,0.989093
164,0.527967,1.655728,5.595258,1.655728,5.595258,0.896350,0.749962,89.650462,0.894650,164,1.195194,0.836685,0.989353
165,0.519662,1.667974,5.609479,1.667974,5.609479,0.864880,0.765025,89.591959,0.897495,165,1.130524,0.884545,0.988810
166,0.504867,1.680406,5.626729,1.680406,5.626729,0.808745,0.794833,85.397443,0.900295,166,1.017504,0.982797,0.988222
167,0.486939,1.693064,5.642934,1.693064,5.642934,0.829948,0.747023,179.693784,0.895852,167,1.111008,0.900084,0.988142
168,0.479132,1.705500,5.654927,1.705500,5.654927,0.848250,0.719186,179.119811,0.891909,168,1.179458,0.847847,0.988534
169,0.485671,1.718382,5.666886,1.718382,5.666886,0.835939,0.739738,178.919174,0.893519,169,1.130047,0.884919,0.988211
170,0.500367,1.731232,5.684041,1.731232,5.684041,0.804131,0.792268,176.301406,0.902654,170,1.014973,0.985248,0.988724
171,0.517723,1.743683,5.701542,1.743683,5.701542,0.854750,0.771203,89.994132,0.900794,171,1.108334,0.902255,0.989168
172,0.528340,1.756323,5.714576,1.756323,5.714576,0.893070,0.753249,89.666362,0.894487,172,1.185624,0.843437,0.989061
173,0.526674,1.768059,5.725723,1.768059,5.725723,0.887206,0.755836,89.667304,0.895173,173,1.173807,0.851929,0.988958
174,0.515087,1.780350,5.739434,1.780350,5.739434,0.844009,0.777040,89.265047,0.898159,174,1.086185,0.920653,0.988287
175,0.499372,1.792837,5.754827,1.792837,5.754827,0.809668,0.785285,2.246141,0.901202,175,1.031050,0.969885,0.988142
176,0.484130,1.805497,5.769923,1.805497,5.769923,0.840227,0.733627,179.686709,0.888695,176,1.145306,0.873129,0.988199
177,0.482240,1.818086,5.780756,1.818086,5.780756,0.846082,0.725706,179.125046,0.890843,177,1.165875,0.857725,0.987550
178,0.491415,1.831111,5.793095,1.831111,5.793095,0.825242,0.758189,179.229248,0.900058,178,1.088438,0.918748,0.988125
179,0.508423,1.843368,5.809728,1.843368,5.809728,0.818012,0.791363,90.735896,0.897078,179,1.033675,0.967422,0.988637
180,0.524188,1.855968,5.824887,1.855968,5.824887,0.874558,0.763147,89.536901,0.895917,180,1.145988,0.872609,0.988442
181,0.530081,1.868045,5.836912,1.868045,5.836912,0.895770,0.753452,89.659455,0.890900,181,1.188887,0.841123,0.988753
182,0.524138,1.880202,5.847581,1.880202,5.847581,0.875254,0.762468,89.312096,0.891191,182,1.147922,0.871139,0.988372
183,0.511034,1.892502,5.860408,1.892502,5.860408,0.824180,0.789474,87.635702,0.898900,183,1.043962,0.957889,0.988338
184,0.494349,1.904947,5.875111,1.904947,5.875111,0.822737,0.765038,0.735166,0.895760,184,1.075421,0.929868,0.987753
185,0.483757,1.917955,5.888434,1.917955,5.888434,0.845149,0.728792,179.318283,0.893645,185,1.159657,0.862324,0.988693
186,0.486517,1.930552,5.898174,1.930552,5.898174,0.840181,0.737284,179.319118,0.897911,186,1.139562,0.877530,0.988381
187,0.498825,1.942908,5.910679,1.942908,5.910679,0.813821,0.780422,179.118551,0.894265,187,1.042796,0.958960,0.987351
188,0.516703,1.955483,5.926209,1.955483,5.926209,0.841860,0.781468,89.788242,0.898211,188,1.077281,0.928263,0.988606
189,0.528738,1.967831,5.940323,1.967831,5.940323,0.886611,0.759308,89.252244,0.895161,189,1.167657,0.856416,0.988632
190,0.530653,1.979484,5.951163,1.979484,5.951163,0.891440,0.757929,89.561299,0.891072,190,1.176153,0.850230,0.988994
191,0.521676,1.991867,5.961019,1.991867,5.961019,0.857991,0.774156,89.017682,0.898220,191,1.108293,0.902289,0.988550
192,0.506210,2.004372,5.973164,2.004372,5.973164,0.805027,0.800627,28.418553,0.897097,192,1.005496,0.994534,0.987773
193,0.491440,2.017259,5.986832,2.017259,5.986832,0.835222,0.749168,0.148569,0.898929,193,1.114866,0.896969,0.988299
194,0.485995,2.029728,5.998881,2.029728,5.998881,0.848885,0.728942,179.539736,0.897779,194,1.164544,0.858705,0.988669
195,0.493081,2.042130,6.008169,2.042130,6.008169,0.834255,0.752540,179.729276,0.898266,195,1.108586,0.902050,0.988806
196,0.507205,2.054823,6.020199,2.054823,6.020199,0.804154,0.803072,127.063403,0.900495,196,1.001348,0.998654,0.988012
197,0.524387,2.067027,6.034553,2.067027,6.034553,0.862450,0.774155,89.037636,0.900937,197,1.114052,0.897624,0.989142
198,0.532617,2.079052,6.047318,2.079052,6.047318,0.892701,0.759660,89.112450,0.893253,198,1.175132,0.850968,0.988212
199,0.530180,2.091161,6.057548,2.091161,6.057548,0.881562,0.765739,89.348246,0.892974,199,1.151256,0.868616,0.988480
200,0.518444,2.103350,6.066540,2.103350,6.066540,0.837793,0.787907,88.236780,0.892986,200,1.063315,0.940455,0.988035
201,0.502182,2.115878,6.077511,2.115878,6.077511,0.819165,0.780549,2.667753,0.900283,201,1.049473,0.952859,0.988958
202,0.490669,2.128569,6.090887,2.128569,6.090887,0.844497,0.739777,0.105982,0.897519,202,1.141555,0.875998,0.988652
203,0.490346,2.141640,6.101198,2.141640,6.101198,0.846411,0.737618,179.520873,0.894107,203,1.147493,0.871465,0.988422
204,0.500292,2.153769,6.110334,2.153769,6.110334,0.825048,0.772066,179.620530,0.896895,204,1.068624,0.935783,0.988091
205,0.516057,2.165954,6.122137,2.165954,6.122137,0.828317,0.793252,88.835087,0.903780,205,1.044204,0.957667,0.989086
206,0.530379,2.178556,6.135183,2.178556,6.135183,0.878978,0.768279,89.102540,0.897142,206,1.144087,0.874059,0.989103
207,0.533910,2.190087,6.146543,2.190087,6.146543,0.892674,0.761527,89.146768,0.897336,207,1.172215,0.853086,0.989447
208,0.527619,2.202343,6.156036,2.202343,6.156036,0.868106,0.773852,88.666179,0.894390,208,1.121798,0.891426,0.987872
209,0.513297,2.214826,6.164593,2.214826,6.164593,0.816516,0.800413,82.294382,0.895372,209,1.020118,0.980279,0.988200
210,0.498651,2.228191,6.175652,2.228191,6.175652,0.831775,0.763310,1.044269,0.898734,210,1.089694,0.917689,0.987955
211,0.490843,2.240108,6.187757,2.240108,6.187757,0.848854,0.736241,0.257634,0.897009,211,1.152956,0.867336,0.988458
212,0.495021,2.252255,6.197148,2.252255,6.197148,0.840791,0.749628,0.184036,0.899797,212,1.121611,0.891574,0.988186
213,0.507627,2.265131,6.206262,2.265131,6.206262,0.813660,0.794350,0.745963,0.890959,213,1.024309,0.976268,0.987329
214,0.524213,2.276308,6.217228,2.276308,6.217228,0.851789,0.783584,88.516877,0.900638,214,1.087043,0.919927,0.988744
215,0.534209,2.286836,6.228989,2.286836,6.228989,0.888741,0.765325,88.957211,0.897837,215,1.161259,0.861134,0.988975
216,0.534532,2.299014,6.239297,2.299014,6.239297,0.887980,0.766444,88.851008,0.891077,216,1.158572,0.863131,0.988436
