 ,Area,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
71,0.188,3.080,2.165,0.526,0.456,89.033,0.900,36,1.152,0.868,0.961
72,0.181,9.003,1.801,0.489,0.472,104.124,0.925,36,1.037,0.965,0.969
73,0.182,3.079,2.196,0.485,0.478,68.051,0.916,37,1.016,0.985,0.968
74,0.174,9.001,1.824,0.492,0.449,176.899,0.901,37,1.095,0.913,0.961
75,0.174,3.080,2.231,0.497,0.446,5.430,0.903,38,1.116,0.896,0.961
76,0.176,8.998,1.851,0.483,0.464,177.488,0.889,38,1.042,0.959,0.958
77,0.182,3.080,2.258,0.484,0.480,101.845,0.890,39,1.008,0.992,0.962
78,0.186,8.997,1.875,0.507,0.467,95.066,0.902,39,1.087,0.920,0.963
79,0.188,3.082,2.292,0.521,0.460,90.890,0.883,40,1.133,0.883,0.963
80,0.183,8.994,1.900,0.490,0.474,92.660,0.883,40,1.033,0.968,0.960
81,0.183,3.082,2.324,0.486,0.479,75.266,0.919,41,1.015,0.986,0.964
82,0.174,8.993,1.924,0.491,0.453,179.824,0.905,41,1.084,0.922,0.963
83,0.173,3.085,2.355,0.498,0.443,0.600,0.910,42,1.123,0.891,0.964
84,0.175,8.989,1.949,0.483,0.463,1.845,0.900,42,1.043,0.959,0.964
85,0.180,3.084,2.385,0.484,0.473,2.367,0.888,43,1.024,0.977,0.957
86,0.186,8.988,1.968,0.506,0.468,94.541,0.913,43,1.080,0.926,0.966
87,0.188,3.086,2.414,0.520,0.460,91.361,0.874,44,1.130,0.885,0.962
88,0.181,8.985,1.994,0.488,0.473,104.361,0.888,44,1.031,0.970,0.960
89,0.184,3.086,2.449,0.493,0.475,79.521,0.890,45,1.037,0.964,0.961
90,0.174,8.981,2.018,0.494,0.448,178.339,0.914,45,1.103,0.907,0.966
91,0.174,3.087,2.475,0.497,0.446,5.538,0.913,46,1.114,0.898,0.965
92,0.177,8.980,2.040,0.482,0.468,177.877,0.894,46,1.031,0.970,0.960
93,0.179,3.089,2.507,0.486,0.469,8.271,0.912,47,1.037,0.964,0.964
94,0.186,8.978,2.060,0.507,0.466,96.083,0.894,47,1.086,0.921,0.960
95,0.187,3.088,2.533,0.517,0.461,88.585,0.902,48,1.121,0.892,0.960
96,0.183,8.974,2.085,0.489,0.477,104.415,0.913,48,1.025,0.976,0.965
97,0.184,3.090,2.567,0.499,0.468,79.317,0.909,49,1.065,0.939,0.962
98,0.174,8.971,2.105,0.494,0.449,176.013,0.923,49,1.099,0.910,0.970
99,0.175,3.091,2.592,0.497,0.450,4.667,0.882,50,1.104,0.906,0.955
100,0.178,8.970,2.128,0.480,0.471,164.345,0.876,50,1.020,0.981,0.955
101,0.179,3.093,2.624,0.489,0.467,6.518,0.901,51,1.047,0.955,0.960
102,0.186,8.967,2.145,0.507,0.467,93.178,0.906,51,1.085,0.921,0.966
103,0.186,3.092,2.648,0.511,0.464,86.825,0.921,52,1.101,0.908,0.969
104,0.182,8.963,2.170,0.484,0.479,136.403,0.911,52,1.011,0.989,0.964
105,0.183,3.095,2.681,0.494,0.472,86.186,0.923,53,1.046,0.956,0.966
106,0.175,8.961,2.189,0.495,0.450,0.501,0.900,53,1.099,0.910,0.960
107,0.175,3.095,2.705,0.496,0.449,5.671,0.891,54,1.104,0.906,0.961
108,0.180,8.959,2.210,0.482,0.475,158.559,0.873,54,1.013,0.987,0.960
109,0.178,3.097,2.737,0.489,0.464,4.486,0.914,55,1.052,0.950,0.962
110,0.187,8.955,2.227,0.509,0.468,93.475,0.908,55,1.086,0.921,0.964
111,0.187,3.097,2.760,0.512,0.465,89.025,0.898,56,1.100,0.909,0.963
112,0.181,8.952,2.250,0.483,0.478,137.129,0.915,56,1.012,0.988,0.967
113,0.184,3.099,2.792,0.497,0.472,86.742,0.911,57,1.053,0.950,0.966
114,0.173,8.949,2.269,0.491,0.449,178.070,0.917,57,1.094,0.914,0.967
115,0.177,3.098,2.816,0.498,0.452,6.765,0.909,58,1.102,0.907,0.964
116,0.179,8.948,2.288,0.480,0.475,167.644,0.920,58,1.011,0.989,0.969
117,0.176,3.100,2.844,0.491,0.458,2.879,0.905,59,1.071,0.933,0.962
118,0.187,8.945,2.306,0.507,0.469,95.331,0.917,59,1.080,0.926,0.969
119,0.186,3.100,2.870,0.507,0.468,89.271,0.904,60,1.084,0.922,0.963
120,0.181,8.942,2.325,0.484,0.477,147.950,0.915,60,1.013,0.987,0.966
121,0.183,3.102,2.898,0.498,0.467,89.182,0.905,61,1.066,0.938,0.961
122,0.175,8.938,2.342,0.490,0.454,179.281,0.896,61,1.081,0.925,0.962
123,0.176,3.101,2.925,0.493,0.455,5.179,0.893,62,1.085,0.922,0.960
124,0.180,8.936,2.362,0.480,0.476,59.797,0.921,62,1.008,0.992,0.968
125,0.176,3.104,2.951,0.492,0.456,2.135,0.911,63,1.079,0.926,0.962
126,0.187,8.933,2.376,0.507,0.469,89.924,0.914,63,1.081,0.925,0.967
127,0.184,3.105,2.976,0.504,0.465,87.809,0.902,64,1.083,0.923,0.963
128,0.180,8.930,2.397,0.479,0.477,172.959,0.914,64,1.005,0.995,0.966
129,0.185,3.105,3.004,0.503,0.468,87.925,0.905,65,1.076,0.929,0.963
130,0.174,8.927,2.413,0.493,0.450,178.618,0.894,65,1.094,0.914,0.962
131,0.175,3.105,3.031,0.488,0.456,4.285,0.885,66,1.070,0.934,0.962
132,0.180,8.925,2.428,0.483,0.474,113.855,0.907,66,1.019,0.981,0.963
133,0.172,3.105,3.056,0.486,0.452,5.923,0.902,67,1.075,0.930,0.962
134,0.186,8.921,2.444,0.505,0.469,100.843,0.876,67,1.079,0.927,0.960
135,0.184,3.108,3.083,0.501,0.467,84.695,0.909,68,1.071,0.933,0.966
136,0.180,8.917,2.464,0.482,0.474,167.932,0.900,68,1.017,0.983,0.968
137,0.185,3.109,3.106,0.506,0.466,88.077,0.907,69,1.086,0.921,0.964
138,0.174,8.912,2.478,0.488,0.454,176.994,0.884,69,1.075,0.930,0.961
139,0.178,3.112,3.135,0.489,0.463,4.652,0.915,70,1.058,0.945,0.966
140,0.179,8.911,2.494,0.482,0.473,104.866,0.914,70,1.020,0.980,0.965
141,0.175,3.112,3.157,0.492,0.453,4.904,0.908,71,1.086,0.921,0.962
142,0.187,8.909,2.508,0.507,0.469,95.328,0.913,71,1.080,0.926,0.966
143,0.184,3.113,3.186,0.499,0.469,86.653,0.879,72,1.065,0.939,0.958
144,0.180,8.907,2.526,0.484,0.475,155.534,0.903,72,1.019,0.981,0.962
145,0.186,3.115,3.208,0.508,0.466,90.945,0.909,73,1.090,0.918,0.963
146,0.176,8.902,2.540,0.492,0.456,3.748,0.900,73,1.079,0.926,0.963
147,0.177,3.116,3.238,0.488,0.462,8.121,0.911,74,1.058,0.946,0.963
148,0.182,8.901,2.556,0.484,0.478,106.100,0.910,74,1.013,0.987,0.966
149,0.175,3.117,3.259,0.494,0.450,7.911,0.895,75,1.098,0.911,0.957
150,0.186,8.896,2.569,0.501,0.473,92.484,0.904,75,1.058,0.945,0.961
151,0.184,3.119,3.287,0.495,0.474,89.474,0.902,76,1.045,0.957,0.963
152,0.180,8.895,2.585,0.484,0.474,2.001,0.928,76,1.022,0.979,0.968
153,0.186,3.118,3.308,0.507,0.466,88.399,0.898,77,1.087,0.920,0.964
154,0.176,8.890,2.599,0.492,0.455,1.931,0.913,77,1.081,0.925,0.966
155,0.178,3.120,3.334,0.489,0.463,1.970,0.895,78,1.057,0.946,0.963
156,0.182,8.888,2.613,0.487,0.476,109.185,0.898,78,1.021,0.979,0.962
157,0.174,3.123,3.357,0.496,0.446,178.120,0.903,79,1.112,0.899,0.962
158,0.186,8.885,2.625,0.504,0.469,94.697,0.918,79,1.074,0.931,0.966
159,0.184,3.125,3.383,0.492,0.476,83.080,0.910,80,1.034,0.967,0.966
160,0.180,8.881,2.640,0.487,0.472,3.385,0.907,80,1.033,0.968,0.964
161,0.185,3.126,3.405,0.507,0.464,88.262,0.895,81,1.092,0.916,0.963
162,0.177,8.879,2.654,0.493,0.457,1.911,0.907,81,1.080,0.926,0.963
163,0.178,3.126,3.430,0.489,0.465,6.179,0.916,82,1.051,0.952,0.967
164,0.184,8.876,2.666,0.489,0.479,108.196,0.892,82,1.022,0.979,0.961
165,0.175,3.128,3.450,0.495,0.451,2.409,0.903,83,1.096,0.912,0.963
166,0.188,8.874,2.678,0.500,0.477,95.582,0.911,83,1.048,0.954,0.965
167,0.183,3.129,3.475,0.487,0.477,83.668,0.908,84,1.020,0.980,0.962
168,0.181,8.869,2.692,0.490,0.470,0.795,0.920,84,1.042,0.959,0.968
169,0.185,3.130,3.499,0.505,0.466,91.077,0.894,85,1.083,0.924,0.961
170,0.178,8.867,2.704,0.493,0.459,2.837,0.903,85,1.074,0.931,0.962
171,0.179,3.131,3.523,0.486,0.469,7.874,0.891,86,1.037,0.964,0.961
172,0.183,8.861,2.716,0.491,0.475,98.397,0.926,86,1.034,0.967,0.970
173,0.175,3.135,3.547,0.496,0.450,3.313,0.918,87,1.101,0.908,0.966
174,0.186,8.859,2.727,0.496,0.476,93.516,0.918,87,1.043,0.959,0.968
175,0.183,3.135,3.569,0.487,0.478,85.149,0.912,88,1.017,0.983,0.963
176,0.180,8.857,2.740,0.489,0.469,2.689,0.916,88,1.043,0.959,0.967
177,0.186,3.137,3.593,0.507,0.467,88.133,0.885,89,1.087,0.920,0.958
178,0.178,8.853,2.752,0.491,0.462,1.372,0.914,89,1.063,0.940,0.963
179,0.180,3.139,3.615,0.484,0.474,15.396,0.899,90,1.019,0.981,0.958
180,0.184,8.851,2.763,0.491,0.478,93.854,0.902,90,1.026,0.975,0.965
181,0.176,3.141,3.640,0.497,0.451,2.333,0.910,91,1.102,0.907,0.966
182,0.186,8.848,2.773,0.500,0.475,93.824,0.916,91,1.055,0.948,0.968
183,0.182,3.145,3.661,0.486,0.477,56.153,0.900,92,1.018,0.982,0.966
184,0.182,8.846,2.786,0.492,0.470,1.398,0.896,92,1.046,0.956,0.962
185,0.187,3.145,3.686,0.510,0.467,88.626,0.904,93,1.092,0.916,0.963
186,0.179,8.843,2.796,0.492,0.463,176.076,0.920,93,1.063,0.941,0.968
187,0.181,3.147,3.708,0.484,0.477,28.904,0.897,94,1.013,0.987,0.963
188,0.186,8.841,2.806,0.496,0.477,93.969,0.891,94,1.040,0.961,0.963
189,0.177,3.149,3.732,0.498,0.452,4.658,0.897,95,1.100,0.909,0.963
190,0.186,8.837,2.815,0.496,0.478,89.118,0.911,95,1.039,0.963,0.965
191,0.180,3.152,3.751,0.479,0.479,22.313,0.918,96,1.001,0.999,0.962
192,0.180,8.835,2.826,0.489,0.469,175.126,0.925,96,1.042,0.960,0.968
193,0.187,3.154,3.776,0.505,0.470,90.336,0.906,97,1.074,0.931,0.963
194,0.181,8.833,2.837,0.493,0.466,177.089,0.915,97,1.057,0.946,0.968
195,0.181,3.156,3.798,0.485,0.474,179.209,0.915,98,1.022,0.978,0.966
196,0.186,8.830,2.845,0.493,0.481,93.039,0.913,98,1.025,0.976,0.967
197,0.177,3.159,3.820,0.501,0.451,3.566,0.892,99,1.111,0.900,0.961
198,0.189,8.828,2.853,0.502,0.479,98.418,0.916,99,1.049,0.953,0.968
199,0.182,3.162,3.840,0.485,0.478,173.711,0.899,100,1.014,0.986,0.958
200,0.183,8.826,2.864,0.492,0.472,176.879,0.911,100,1.041,0.960,0.966
201,0.188,3.165,3.863,0.508,0.471,87.960,0.899,101,1.079,0.927,0.965
202,0.181,8.822,2.872,0.490,0.469,178.970,0.911,101,1.045,0.957,0.965
203,0.181,3.165,3.885,0.481,0.480,42.870,0.898,102,1.003,0.997,0.959
204,0.186,8.819,2.881,0.498,0.476,97.451,0.905,102,1.046,0.956,0.964
205,0.178,3.168,3.909,0.499,0.454,2.948,0.899,103,1.098,0.911,0.961
206,0.187,8.816,2.889,0.496,0.480,97.099,0.917,103,1.034,0.967,0.968
207,0.182,3.171,3.927,0.485,0.477,176.468,0.883,104,1.016,0.984,0.956
208,0.181,8.812,2.898,0.491,0.469,175.515,0.913,104,1.048,0.954,0.966
209,0.188,3.173,3.950,0.504,0.474,91.320,0.887,105,1.062,0.942,0.962
210,0.183,8.810,2.907,0.490,0.475,178.850,0.883,105,1.031,0.970,0.957
211,0.183,3.175,3.972,0.487,0.479,65.759,0.897,106,1.016,0.984,0.964
212,0.187,8.808,2.914,0.497,0.479,99.364,0.901,106,1.037,0.965,0.967
213,0.177,3.177,3.994,0.498,0.452,4.152,0.903,107,1.103,0.907,0.962
214,0.188,8.804,2.922,0.494,0.483,100.725,0.911,107,1.022,0.978,0.964
215,0.181,3.180,4.014,0.483,0.476,6.641,0.912,108,1.016,0.985,0.965
216,0.182,8.802,2.932,0.492,0.471,2.607,0.914,108,1.045,0.957,0.965
217,0.185,3.182,4.035,0.503,0.468,88.998,0.909,109,1.074,0.932,0.965
218,0.181,8.799,2.938,0.487,0.472,3.145,0.909,109,1.032,0.969,0.964
219,0.183,3.184,4.057,0.485,0.480,105.025,0.900,110,1.011,0.990,0.963
220,0.187,8.796,2.945,0.498,0.478,92.992,0.912,110,1.042,0.959,0.965
221,0.177,3.186,4.077,0.495,0.455,4.030,0.898,111,1.088,0.919,0.963
222,0.187,8.793,2.953,0.493,0.484,93.292,0.900,111,1.017,0.983,0.961
223,0.180,3.188,4.099,0.487,0.470,12.385,0.862,112,1.037,0.965,0.956
224,0.182,8.790,2.960,0.494,0.468,2.986,0.879,112,1.055,0.948,0.960
225,0.185,3.191,4.119,0.500,0.472,83.982,0.896,113,1.059,0.945,0.958
226,0.183,8.787,2.966,0.489,0.476,7.979,0.914,113,1.028,0.973,0.966
227,0.183,3.193,4.140,0.487,0.478,79.570,0.905,114,1.018,0.982,0.961
228,0.188,8.785,2.971,0.500,0.480,96.647,0.914,114,1.041,0.960,0.966
229,0.176,3.196,4.160,0.496,0.452,5.311,0.925,115,1.096,0.912,0.968
230,0.187,8.781,2.978,0.491,0.485,107.682,0.916,115,1.014,0.986,0.965
231,0.180,3.199,4.182,0.489,0.467,11.034,0.872,116,1.047,0.956,0.959
232,0.181,8.779,2.985,0.491,0.469,178.621,0.922,116,1.047,0.955,0.969
233,0.184,3.201,4.200,0.497,0.472,86.639,0.909,117,1.053,0.950,0.962
234,0.183,8.775,2.991,0.488,0.479,168.669,0.905,117,1.019,0.982,0.963
235,0.183,3.204,4.221,0.489,0.476,72.620,0.911,118,1.027,0.974,0.965
236,0.188,8.772,2.996,0.498,0.481,94.146,0.904,118,1.036,0.965,0.965
237,0.178,3.205,4.241,0.494,0.457,4.109,0.921,119,1.080,0.926,0.969
238,0.187,8.770,3.001,0.490,0.485,94.074,0.914,119,1.011,0.989,0.968
239,0.180,3.209,4.261,0.487,0.470,3.643,0.911,120,1.036,0.965,0.962
240,0.181,8.766,3.009,0.492,0.469,178.873,0.895,120,1.050,0.952,0.960
241,0.185,3.210,4.281,0.498,0.473,88.510,0.889,121,1.053,0.950,0.959
242,0.182,8.763,3.013,0.484,0.479,179.621,0.910,121,1.011,0.990,0.965
243,0.185,3.214,4.303,0.492,0.478,81.442,0.907,122,1.028,0.973,0.964
244,0.188,8.762,3.017,0.500,0.478,95.053,0.912,122,1.046,0.956,0.965
245,0.179,3.217,4.322,0.495,0.462,3.603,0.920,123,1.071,0.933,0.964
246,0.188,8.758,3.023,0.491,0.486,110.942,0.911,123,1.011,0.989,0.964
247,0.180,3.219,4.342,0.491,0.468,3.919,0.915,124,1.050,0.952,0.969
248,0.183,8.755,3.028,0.492,0.473,177.381,0.885,124,1.041,0.960,0.960
249,0.186,3.220,4.361,0.498,0.475,93.408,0.903,125,1.048,0.954,0.964
250,0.185,8.752,3.031,0.489,0.481,4.363,0.905,125,1.017,0.984,0.963
251,0.183,3.223,4.381,0.488,0.478,89.760,0.890,126,1.020,0.980,0.960
252,0.189,8.749,3.036,0.502,0.479,99.963,0.908,126,1.048,0.954,0.965
253,0.178,3.226,4.401,0.491,0.461,6.090,0.912,127,1.066,0.938,0.963
254,0.187,8.747,3.040,0.491,0.486,107.092,0.907,127,1.009,0.991,0.966
255,0.179,3.228,4.422,0.490,0.466,4.942,0.912,128,1.052,0.950,0.964
256,0.182,8.744,3.045,0.492,0.472,176.508,0.909,128,1.043,0.958,0.966
257,0.184,3.231,4.441,0.495,0.475,92.419,0.902,129,1.042,0.959,0.962
258,0.184,8.741,3.049,0.487,0.482,7.974,0.912,129,1.009,0.991,0.967
259,0.184,3.234,4.460,0.493,0.474,93.935,0.899,130,1.039,0.962,0.959
260,0.188,8.738,3.052,0.502,0.478,97.190,0.918,130,1.051,0.951,0.969
261,0.178,3.237,4.481,0.490,0.461,1.203,0.923,131,1.063,0.941,0.965
262,0.187,8.735,3.055,0.490,0.486,107.132,0.908,131,1.009,0.991,0.966
263,0.179,3.240,4.500,0.492,0.465,3.149,0.913,132,1.059,0.944,0.965
264,0.184,8.732,3.060,0.493,0.475,3.375,0.893,132,1.038,0.963,0.962
265,0.185,3.243,4.519,0.493,0.477,95.385,0.915,133,1.034,0.967,0.965
266,0.184,8.729,3.062,0.487,0.482,154.481,0.904,133,1.010,0.990,0.963
267,0.184,3.244,4.541,0.491,0.477,86.348,0.917,134,1.030,0.971,0.967
268,0.188,8.727,3.063,0.499,0.481,99.856,0.897,134,1.037,0.964,0.962
269,0.178,3.248,4.559,0.491,0.461,3.058,0.923,135,1.063,0.941,0.969
270,0.186,8.723,3.067,0.489,0.485,107.816,0.897,135,1.009,0.991,0.963
271,0.179,3.251,4.578,0.492,0.463,178.188,0.910,136,1.062,0.942,0.964
272,0.183,8.719,3.072,0.494,0.471,178.282,0.902,136,1.047,0.955,0.962
273,0.184,3.254,4.597,0.492,0.475,96.317,0.906,137,1.036,0.965,0.965
274,0.185,8.717,3.072,0.487,0.482,128.947,0.914,137,1.010,0.990,0.965
275,0.185,3.256,4.615,0.495,0.475,94.709,0.864,138,1.041,0.960,0.961
276,0.188,8.714,3.075,0.498,0.481,93.534,0.913,138,1.035,0.966,0.966
277,0.180,3.260,4.636,0.491,0.466,5.514,0.908,139,1.053,0.949,0.966
278,0.186,8.712,3.076,0.489,0.485,75.066,0.907,139,1.007,0.993,0.965
279,0.179,3.261,4.653,0.491,0.464,5.584,0.892,140,1.059,0.944,0.963
280,0.183,8.708,3.079,0.495,0.472,3.187,0.926,140,1.048,0.954,0.970
281,0.184,3.263,4.673,0.490,0.479,82.089,0.912,141,1.022,0.979,0.966
282,0.185,8.704,3.082,0.488,0.483,140.883,0.909,141,1.011,0.989,0.966
283,0.185,3.266,4.692,0.497,0.474,88.396,0.913,142,1.049,0.953,0.963
284,0.189,8.702,3.082,0.500,0.482,101.572,0.918,142,1.036,0.965,0.968
285,0.179,3.271,4.713,0.489,0.467,4.039,0.912,143,1.046,0.956,0.964
286,0.185,8.699,3.084,0.487,0.485,140.348,0.918,143,1.005,0.995,0.967
287,0.178,3.273,4.730,0.492,0.461,179.930,0.914,144,1.066,0.938,0.964
288,0.184,8.696,3.085,0.494,0.473,1.927,0.917,144,1.044,0.958,0.966
289,0.184,3.275,4.748,0.489,0.480,82.739,0.912,145,1.020,0.981,0.964
290,0.187,8.693,3.086,0.490,0.487,125.349,0.917,145,1.007,0.993,0.966
291,0.185,3.278,4.766,0.494,0.477,84.585,0.906,146,1.034,0.967,0.962
292,0.189,8.690,3.086,0.496,0.484,98.114,0.919,146,1.025,0.976,0.969
293,0.180,3.281,4.786,0.489,0.469,4.075,0.898,147,1.044,0.958,0.960
294,0.187,8.686,3.087,0.491,0.485,178.054,0.908,147,1.012,0.989,0.966
295,0.180,3.285,4.802,0.494,0.464,0.742,0.907,148,1.065,0.939,0.964
296,0.185,8.683,3.088,0.495,0.476,5.421,0.915,148,1.039,0.962,0.965
297,0.184,3.287,4.820,0.489,0.480,97.497,0.892,149,1.018,0.982,0.958
298,0.188,8.681,3.088,0.492,0.486,128.171,0.911,149,1.013,0.987,0.965
299,0.184,3.289,4.839,0.493,0.475,88.553,0.900,150,1.039,0.963,0.964
300,0.189,8.677,3.088,0.496,0.486,91.704,0.937,150,1.022,0.978,0.973
301,0.181,3.291,4.858,0.491,0.471,9.081,0.923,151,1.042,0.959,0.967
302,0.187,8.674,3.088,0.492,0.484,0.802,0.916,151,1.017,0.983,0.967
303,0.179,3.295,4.876,0.493,0.462,7.560,0.917,152,1.067,0.937,0.967
304,0.185,8.673,3.088,0.495,0.475,2.060,0.925,152,1.043,0.959,0.970
305,0.183,3.298,4.894,0.487,0.479,91.266,0.906,153,1.017,0.984,0.966
306,0.187,8.669,3.088,0.492,0.485,100.632,0.920,153,1.014,0.986,0.970
307,0.186,3.300,4.912,0.496,0.478,90.997,0.910,154,1.038,0.963,0.964
308,0.189,8.666,3.087,0.496,0.486,90.883,0.922,154,1.021,0.979,0.969
309,0.181,3.304,4.930,0.489,0.472,5.088,0.911,155,1.037,0.964,0.964
310,0.187,8.663,3.085,0.494,0.482,172.597,0.910,155,1.025,0.976,0.967
311,0.179,3.306,4.948,0.490,0.464,4.354,0.899,156,1.056,0.947,0.961
312,0.185,8.660,3.084,0.493,0.476,177.736,0.921,156,1.036,0.965,0.968
313,0.182,3.309,4.965,0.483,0.480,102.015,0.934,157,1.007,0.993,0.970
314,0.187,8.658,3.083,0.489,0.487,143.138,0.916,157,1.004,0.996,0.970
315,0.186,3.310,4.984,0.497,0.476,89.219,0.901,158,1.045,0.957,0.964
316,0.189,8.654,3.082,0.498,0.483,108.495,0.900,158,1.032,0.969,0.966
